material,r,V,p_int,q_int,recon,dissoc
carbon,0.903978494623656,1.4722431144141166698594269649771110962872943541093848493836932499731208541196569E-18,0,0,0E-79,1
carbon,0.905483870967742,1.4614607594848201379790375153687573387108938981359844534753119918771211186368882E-18,0,0,0E-79,1
carbon,0.906989247311828,1.4507422193041343656908492748117639149968988768704901544015055536496626159897332E-18,0,0,0E-79,1
carbon,0.9084946236559139,1.4400871719746087144635250895540209857200348800880569254578499755957215453728451E-18,0,0,0E-79,1
carbon,0.91,1.4294952971267245206942174693240614322671527857146932580167720955097701834521716E-18,0,0,0E-79,1
carbon,0.911505376344086,1.4189662759118414655551762271619038011326722957568331564538189240199692708610816E-18,0,0,0E-79,1
carbon,0.9130107526881721,1.4084997909951597035194847717989773457238153297499475917265009262254441226312352E-18,0,0,0E-79,1
carbon,0.9145161290322581,1.3980955265487354203228038683505911940856061956280145135631137256911278174773185E-18,0,0,0E-79,1
carbon,0.9160215053763441,1.3877531682445120521412529422229446526587000600098892407822098133754017400284081E-18,0,0,0E-79,1
carbon,0.9175268817204302,1.3774724032473859979867625742700323730061733063841569853973323599297602602035493E-18,0,0,0E-79,1
carbon,0.9190322580645162,1.3672529202083131915618609859357178492785678427084789695284372595767754854006435E-18,0,0,0E-79,1
carbon,0.9205376344086021,1.3570944092574370228804043725749230079437731375777407102652977510276594730409457E-18,0,0,0E-79,1
carbon,0.9220430107526882,1.3469965619972476112846596945359477117236960764762994347544941809032042618678345E-18,0,0,0E-79,1
carbon,0.9235483870967742,1.3369590714957852989357374627842475073598246481372514447835656368815929171340060E-18,0,0,0E-79,1
carbon,0.9250537634408602,1.3269816322798563607226471846500512551951708282554325415668297995744622880585076E-18,0,0,0E-79,1
carbon,0.9265591397849462,1.3170639403282932109251172023762725864946404872808054390279645339940543003847024E-18,0,0,0E-79,1
carbon,0.9280645161290323,1.3072056930652417539268692145220996129622184387466891424836107616986355529823252E-18,0,0,0E-79,1
carbon,0.9295698924731183,1.2974065893534791247377328621836825348466281947219048397002264689674905572947783E-18,0,0,0E-79,1
