material,r,V,p_int,q_int,recon,dissoc
carbon,1.3405376344086022,7.0292372935871491347214638321115762162955486945476179802877938708294158172417079E-20,0,0,0E-79,0
carbon,1.3420430107526884,6.9071461228624736711056204221614507728643659269100179584643252344038534230475210E-20,0,0,0E-79,0
carbon,1.3435483870967744,6.7863963279975220104992002541548032497334054343824404396685008737656939124750714E-20,0,0,0E-79,0
carbon,1.3450537634408604,6.6669800801699310101054825958354915636345903014063723080428296066596756200696976E-20,0,0,0E-79,0
carbon,1.3465591397849463,6.5488895898589313373832553831225957594521586705655149780989177675747320127402668E-20,0,0,0E-79,0
carbon,1.3480645161290323,6.4321171066591278629591100649019236807078551249273688514713495338491556613831125E-20,0,0,0E-79,0
carbon,1.3495698924731183,6.3166549190952766425819284286886180322360980482960348472492363330278583524839429E-20,0,0,0E-79,0
carbon,1.3510752688172043,6.2024953544377279532229992986533911572003840043087933401277721047490095532074544E-20,0,0,0E-79,0
carbon,1.3525806451612903,6.0896307785188735085331492218061206526829837833282395743934753195639352674313777E-20,0,0,0E-79,0
carbon,1.3540860215053763,5.9780535955504023134869943469037279693209960771491498647733368490709273955927925E-20,0,0,0E-79,0
carbon,1.3555913978494625,5.8677562479413342210933752806461269098598751451302842014606114919173692645470479E-20,0,0,0E-79,0
carbon,1.3570967741935485,5.7587312161170359493920795381387797385194297583970787159083275894733486767585950E-20,0,0,0E-79,0
carbon,1.3586021505376344,5.6509710183388993350633014909693542267849614328842091030764946782811499743157780E-20,0,0,0E-79,0
carbon,1.3601075268817207,5.5444682105249255374181034629819047936036619642215071704833415418207527915704182E-20,0,0,0E-79,0
carbon,1.3616129032258066,5.4392153860713025086788338414145404332926950714449922621868440019658391379081614E-20,0,0,0E-79,0
carbon,1.3631182795698926,5.3352051756744552422627933251492248414332978825954908433591645240786434224762292E-20,0,0,0E-79,0
carbon,1.3646236559139786,5.2324302471542352321396785667328240929393354133422812920101854278145434780571286E-20,0,0,0E-79,0
carbon,1.3661290322580646,5.1308833052777938936859986416719226602733875652551170192175979626221822154817916E-20,0,0,0E-79,0
carbon,1.3676344086021506,5.0305570915842336447322357569105242900366878837285762812359105335824133077885745E-20,0,0,0E-79,0
carbon,1.3691397849462366,4.9314443842101941613119378342200224492926000620417248433761285911888914399935082E-20,0,0,0E-79,0
carbon,1.3706451612903225,4.8335379977161075182065506447889803226718333963352925679538583219698770375470267E-20,0,0,0E-79,0
carbon,1.3721505376344085,4.7368307829133397011439982535426488436979012094695707511160864994460873412065513E-20,0,0,0E-79,0
carbon,1.3736559139784945,4.6413156266921141281779249044295802876583708415344313539426468005706329587686356E-20,0,0,0E-79,0
carbon,1.3751612903225807,4.5469854518502016952632685955750526163390441906575428502604445931283745018274863E-20,0,0,0E-79,0
carbon,1.3766666666666667,4.4538332169224816516328258928186992427589819405018357624706201653114464896698960E-20,0,0,0E-79,0
carbon,1.3781720430107527,4.3618519160111544641499113351295561547119997905860971605718495361108098708738917E-20,0,0,0E-79,0
carbon,1.379677419354839,4.2710345786168641783453299639066423947221054328195410696444763938065107598049568E-20,0,0,0E-79,0
carbon,1.3811827956989249,4.1813742694705934270364768991705002923246184634183143869257549536254944661904582E-20,0,0,0E-79,0
carbon,1.3826881720430109,4.0928640883661987670221570782227946462015278433976691039682705789161925866375797E-20,0,0,0E-79,0
carbon,1.3841935483870969,4.0054971699938972021565227780979334000157113564379720675941158173792005486102254E-20,0,0,0E-79,0
carbon,1.3856989247311828,3.9192666837744284959484380018236040035703184061742190164283041434587789342871487E-20,0,0,0E-79,0
carbon,1.3872043010752688,3.8341658336939740391622507535620472610806260861959659674245143349987056762187007E-20,0,0,0E-79,0
carbon,1.3887096774193548,3.7501878581399032280004564237904462399181781994746997577652103900673354569679637E-20,0,0,0E-79,0
carbon,1.3902150537634408,3.6673260297372225255830438323577146011445936378278876364225003601543182793356029E-20,0,0,0E-79,0
carbon,1.3917204301075268,3.5855736551857712198474351437517910159243770316653973395334585304512211368503449E-20,0,0,0E-79,0
carbon,1.393225806451613,3.5049240750982381155825685218305857068674695009951909526604954348493176037950996E-20,0,0,0E-79,0
carbon,1.394731182795699,3.4253706638389031859431223893926517918189610699169376439483955203996261289648102E-20,0,0,0E-79,0
carbon,1.396236559139785,3.3469068293630385614491609612239751101400691936001841311992182660306996875974716E-20,0,0,0E-79,0
carbon,1.3977419354838712,3.2695260130571511025730698202603421046571485320113972228042042643984960590658794E-20,0,0,0E-79,0
carbon,1.3992473118279571,3.1932216895800010456795372935737423713091688012951726488704657909723119789714115E-20,0,0,0E-79,0
carbon,1.4007526881720431,3.1179873667041834251676452179050826437341527699528564324026195628147356688487633E-20,0,0,0E-79,0
carbon,1.402258064516129,3.0438165851586146083816144615781979828714598162265473183659028255593281748532228E-20,0,0,0E-79,0
carbon,1.403763440860215,2.9707029184716549996135846163569248753328708311361357153000189919174190807190631E-20,0,0,0E-79,0
carbon,1.405268817204301,2.8986399728150197038176112824091478061034229296227874952560889659443961585514318E-20,0,0,0E-79,0
carbon,1.406774193548387,2.8276213868483177772927087063783610398372687655344675138413735782555836506219426E-20,0,0,0E-79,0
carbon,1.408279569892473,2.7576408315644342896177119915373615411805817703935568586742897719979564210651230E-20,0,0,0E-79,0
carbon,1.409784946236559,2.6886920101355020339530203752612849919502711856240304818115875458214962082686357E-20,0,0,0E-79,0
carbon,1.411290322580645,2.6207686577596870433510454554607587750904713160507394051679389838772217605886715E-20,0,0,0E-79,0
carbon,1.4127956989247312,2.5538645415086155615413708848798147321950010348147358813977639406754750116468550E-20,0,0,0E-79,0
carbon,1.4143010752688172,2.4879734601755650460527840804916688795563788847738590553967722268916211782469196E-20,0,0,0E-79,0
carbon,1.4158064516129032,2.4230892441242877559753498656168906951952415007981314604808407035640262915408839E-20,0,0,0E-79,0
carbon,1.4173118279569894,2.3592057551385867937764432050147429632647776236967267433981400328477210818300434E-20,0,0,0E-79,0
carbon,1.4188172043010754,2.2963168862726044449857049986510112726093104472702494585995030777062075845600128E-20,0,0,0E-79,0
carbon,1.4203225806451614,2.2344165617017248565454549315937477356474145250633430893103202722216011437102310E-20,0,0,0E-79,0
carbon,1.4218279569892474,2.1734987365742409450846387172338827895480809053689405958023472038538003219971232E-20,0,0,0E-79,0
carbon,1.4233333333333333,2.1135573968636782666757419693843223950148916811436337134039357791430966153637365E-20,0,0,0E-79,0
carbon,1.4248387096774193,2.0545865592218168781835675187052585599144979135293410179273192544904911853970016E-20,0,0,0E-79,0
carbon,1.4263440860215053,1.9965802708323529758149666315076434712894356192365055246566505031343704427128004E-20,0,0,0E-79,0
carbon,1.4278494623655913,1.9395326092653113409228922875868945979270002981464684329298207901736258984421347E-20,0,0,0E-79,0
carbon,1.4293548387096773,1.8834376823320480422534150678337847420225361852883691147730661812029780585865947E-20,0,0,0E-79,0
carbon,1.4308602150537635,1.8282896279410007849729073530681936434843479148434916356887015042139267432201302E-20,0,0,0E-79,0
carbon,1.4323655913978495,1.7740826139540547038728706152869332798524622994697320890918531103879411812353586E-20,0,0,0E-79,0
carbon,1.4338709677419355,1.7208108380435816915570666991230341151972674913032089273183976523325236921230649E-20,0,0,0E-79,0
carbon,1.4353763440860217,1.6684685275501593028579094615566109749981998095972768328317852205101894695666330E-20,0,0,0E-79,0
carbon,1.4368817204301076,1.6170499393409740764456970754142452160151766362897170141868288047122963628634944E-20,0,0,0E-79,0
carbon,1.4383870967741936,1.5665493596687721119175054054810900833211344598328518644589104556234251821108213E-20,0,0,0E-79,0
carbon,1.4398924731182796,1.5169611040316204088181325619779900328998620085393022264727003823803015856441057E-20,0,0,0E-79,0
carbon,1.4413978494623656,1.4682795170331825396528622113924019271844452868617438294484501554560142828677422E-20,0,0,0E-79,0
carbon,1.4429032258064516,1.4204989722437071062878380495853770113470413135942707523163241371993437097939903E-20,0,0,0E-79,0
carbon,1.4444086021505376,1.3736138720616672539320182696014099809915436118102294241292360625592550912077983E-20,0,0,0E-79,0
carbon,1.4459139784946236,1.3276186475759948217686102513140194351750755158369961448725751803914991850838106E-20,0,0,0E-79,0
carbon,1.4474193548387095,1.2825077584289993978439155825401331203689765630785421893725380142060977000477817E-20,0,0,0E-79,0
carbon,1.4489247311827955,1.2382756926798980263046049321954606720285296021543010230136168388066704704524376E-20,0,0,0E-79,0
carbon,1.4504301075268817,1.1949169666689721341132603326182166489246923547499411156241389482234553414855750E-20,0,0,0E-79,0
carbon,1.4519354838709677,1.1524261248824033844187730365338521247052352193773697179406347851623448270246011E-20,0,0,0E-79,0
carbon,1.4534408602150537,1.1107977398176496459716356245909602418525999382319319948941213390037067150851519E-20,0,0,0E-79,0
carbon,1.45494623655914,1.0700264118495104984811059655025399970890085936815598445095129260977287418967603E-20,0,0,0E-79,0
carbon,1.456451612903226,1.0301067690968235750732995528155007788293543640119099441308973986851811813179870E-20,0,0,0E-79,0
carbon,1.4579569892473119,9.9103346728971623897318573129298957136963367824036049266971966294590563505858671E-21,0,0,0E-79,0
carbon,1.4594623655913979,9.5280118963751293088218369787333233971103657829479229907605148704627754333659912E-21,0,0,0E-79,0
carbon,1.4609677419354838,9.1540464669727721375425605537156524385192218589058685503060210767972816364391987E-21,0,0,0E-79,0
carbon,1.4624731182795698,8.7883857624289987393873968217260999392515029821388631905707896472350141480253278E-21,0,0,0E-79,0
carbon,1.463978494623656,8.4309774313486327627608179879740971049637172545930327938731209597299416163098785E-21,0,0,0E-79,0
carbon,1.465483870967742,8.0817693919056851717938688650766774837059770087473013500268964154866416639520727E-21,0,0,0E-79,0
carbon,1.466989247311828,7.7407098305526169961930858368428439058936908674980888357714176046592441323141706E-21,0,0,0E-79,0
carbon,1.4684946236559142,7.4077472007357409541517634469818005383188685214325677767784358464580293204571326E-21,0,0,0E-79,0
carbon,1.4700000000000002,7.0828302216167259513639537789548446223963718842068381012070531543005647048342988E-21,0,0,0E-79,0
carbon,1.4715053763440862,6.7659078767995786857519500078905495393966845769974994739246181286536384446782675E-21,0,0,0E-79,0
carbon,1.4730107526881722,6.4569294130640003712245179097601830216934351431533128096461166078755023985855820E-21,0,0,0E-79,0
carbon,1.4745161290322581,6.1558443391044232411864992658147034078957662889301179336764622552595399646553595E-21,0,0,0E-79,0
carbon,1.4760215053763441,5.8626024242746594918093148131361844820113437534462412665359220198632487627207173E-21,0,0,0E-79,0
carbon,1.4775268817204301,5.5771536973389605011906281657023241017700821725727978500456040486174222204663313E-21,0,0,0E-79,0
carbon,1.479032258064516,5.2994484452283882353251231296073524525188946264351350033870679568771819939990908E-21,0,0,0E-79,0
carbon,1.480537634408602,5.0294372118029290356661588356485377136883794791937078534843147704837108457092922E-21,0,0,0E-79,0
carbon,1.4820430107526883,4.7670707966197625649998462713602861717234254750299127847021629564168473537971570E-21,0,0,0E-79,0
carbon,1.4835483870967743,4.5123002537070046023558908501036099993119390321258448963919601241602330132183758E-21,0,0,0E-79,0
carbon,1.4850537634408603,4.2650768903429781919706310455528442347468477306066821327504141567092828962702625E-21,0,0,0E-79,0
carbon,1.4865591397849462,4.0253522658413670071671943306401227327007879503633521844148989968145480545027978E-21,0,0,0E-79,0
carbon,1.4880645161290325,3.7930781903419895436123670102259781785638633926583941222921531312728731368942628E-21,0,0,0E-79,0
carbon,1.4895698924731184,3.5682067236073801553165052618629259672103712168959664104563374569809955754006653E-21,0,0,0E-79,0
carbon,1.4910752688172044,3.3506901738242992299114007223107817227440562183073249852100766904026999196212743E-21,0,0,0E-79,0
carbon,1.4925806451612904,3.1404810964115636127640525990324410816329042431748141337035104440169213181925027E-21,0,0,0E-79,0
carbon,1.4940860215053764,2.9375322928330677325584284296408242706037312884064835442338614482999895870916176E-21,0,0,0E-79,0
carbon,1.4955913978494624,2.7417968094162547689732914189006767752801580147721422572660025303028619344327647E-21,0,0,0E-79,0
carbon,1.4970967741935484,2.5532279361761980870685695949871487228405468224226628671495881806655080576363014E-21,0,0,0E-79,0
carbon,1.4986021505376343,2.3717792056452116825753076001662903674805502221439274361962937578363744523301378E-21,0,0,0E-79,0
carbon,1.5001075268817203,2.1974043917076610368690977796768071558659482413028153795594774506732054532714044E-21,0,0,0E-79,0
carbon,1.5016129032258065,2.0300575084404059271870985940355203520682900809512131031623379058977691514470678E-21,0,0,0E-79,0
carbon,1.5031182795698925,1.8696928089586062496963882371498735941203738984008736454708840116849078765139990E-21,0,0,0E-79,0
carbon,1.5046236559139785,1.7162647842667179106229144587468593145272147375047407560098279735327873671288945E-21,0,0,0E-79,0
carbon,1.5061290322580647,1.5697281621150164918857482534948253185632944255524176754712721128756877479562600E-21,0,0,0E-79,0
carbon,1.5076344086021507,1.4300379058614120192149373876275851114446551063346450241392232087248654745824971E-21,0,0,0E-79,0
carbon,1.5091397849462367,1.2971492133384347802457350777699191474893389904755397979106685643130002162221130E-21,0,0,0E-79,0
carbon,1.5106451612903227,1.1710175157255300466182197836438482716568053118705249260895721739988023793718166E-21,0,0,0E-79,0
carbon,1.5121505376344087,1.0515984764267667397513932862669918728369278435796641857305241732675806800636789E-21,0,0,0E-79,0
carbon,1.5136559139784946,9.3884798995351058365279816369964756519573614217546120592505047988948036478642522E-22,0,0,0E-79,0
carbon,1.5151612903225806,8.3272218081240516219151698774785862029568368973162294532617334570572209607402136E-22,0,0,0E-79,0
carbon,1.5166666666666666,7.3317740239858926825183877336955504839445167668249587709736628607133387562996784E-22,0,0,0E-79,0
carbon,1.5181720430107526,6.4017023589393580950092438178532379571944777989546694023140036999068749764660101E-22,0,0,0E-79,0
carbon,1.5196774193548388,5.5365748917048532793182898231525229244226433524944707536195151971173785715364116E-22,0,0,0E-79,0
carbon,1.5211827956989248,4.7359619569898664294599275644961842439564630834035835455961676990094133900649642E-22,0,0,0E-79,0
carbon,1.5226881720430108,3.9994361346244458712610176348837120173856580529346510990553465575255002840551339E-22,0,0,0E-79,0
carbon,1.5241935483870968,3.3265722387481829775332698342992567314218673294511302655104328713830993216438866E-22,0,0,0E-79,0
carbon,1.525698924731183,2.7169473070465731743108478775763454589194955981068765320590081989382127959426840E-22,0,0,0E-79,0
carbon,1.527204301075269,2.1701405900382463412809780723245665217562931890021116012572246816761553079340510E-22,0,0,0E-79,0
carbon,1.528709677419355,1.6857335404112547054964659805128832624629650802117750565498239865120655200361009E-22,0,0,0E-79,0
carbon,1.530215053763441,1.2633098024096068057196684192170891734520001488640062940010057154492682432750044E-22,0,0,0E-79,0
carbon,1.531720430107527,9.0245520126890420859552114567312106467601066169698763401206185024476246217798469E-23,0,0,0E-79,0
carbon,1.5332258064516129,6.0275773270107611015056271662105752572943844640389973216102640550035897865661978E-23,0,0,0E-79,0
carbon,1.5347311827956989,3.6380755242823212642193990322338463573209471111731370423829150084495866217514318E-23,0,0,0E-79,0
carbon,1.5362365591397849,1.8519696576508179072694971072911288111438962778412373077775750960693253539958770E-23,0,0,0E-79,0
carbon,1.5377419354838708,6.6520417249967901892037069719373347892319939728542645356565860144391576792037654E-24,0,0,0E-79,0
carbon,1.539247311827957,7.3744803239405271502168126824056500466123279390101801605846224026155110994117646E-25,0,0,0E-79,0
carbon,1.540752688172043,7.3578470581554744121344812352077934491853358804585630442819473386072098387816495E-25,0,0,0E-79,0
carbon,1.542258064516129,6.6071317928865276778366262099791901908317400405632498035466045798637227469920514E-24,0,0,0E-79,0
carbon,1.5437634408602152,1.8311779164015718336239588539076260316439365326293037361683986941547344369944617E-23,0,0,0E-79,0
carbon,1.5452688172043012,3.5810225499395205837954703320617832918272737284872099203473284473676101851860400E-23,0,0,0E-79,0
carbon,1.5467741935483872,5.9063177280732410244802476935261805471315486156122328831118188609062004057175176E-23,0,0,0E-79,0
carbon,1.5482795698924732,8.8031547787662137214490885435563947196744036251985581286877791278993618209614881E-23,0,0,0E-79,0
carbon,1.5497849462365592,1.2267645609884950785427634892061207815408153960187406845003735847582546376747262E-22,0,0,0E-79,0
carbon,1.5512903225806451,1.6295922609771738004924974930356825468822153535979454588504171729124445108453426E-22,0,0,0E-79,0
carbon,1.5527956989247311,2.0884138548284778345560598142425352409065908316629915505329370614047221307394349E-22,0,0,0E-79,0
carbon,1.5543010752688171,2.6028466478293980984107320787181334499394863032062372451088307009283522625598675E-22,0,0,0E-79,0
carbon,1.555806451612903,3.1725099637640039658161450811335735035193697465151910530898982175235638298165584E-22,0,0,0E-79,0
carbon,1.5573118279569893,3.7970251351550634744895548804993392416154683172832379959182488454487736018976747E-22,0,0,0E-79,0
carbon,1.5588172043010753,4.4760154935502312240212656389041295009517512506632276061245702267510598672887878E-22,0,0,0E-79,0
carbon,1.5603225806451613,5.2091063598551038445490977018557766158889982505158182320534135107130906717630426E-22,0,0,0E-79,0
carbon,1.5618279569892473,5.9959250347098576088256190060778320299507579095510879423549043712488713066879559E-22,0,0,0E-79,0
carbon,1.5633333333333335,6.8361007889115070978467811351709421019909870057570690194229202972000940077661021E-22,0,0,0E-79,0
carbon,1.5648387096774194,7.7292648538801605690421334360839483267076606824447590627224063756357631202230484E-22,0,0,0E-79,0
carbon,1.5663440860215054,8.6750504121711284790401942549081167607912240164907736231658590457789299498207013E-22,0,0,0E-79,0
carbon,1.5678494623655914,9.6730925880291877966464402921249552459813310640716408628083944022590398567834206E-22,0,0,0E-79,0
carbon,1.5693548387096774,1.0723028437988670675890004079391196428958927223746925503614432287032759426898550E-21,0,0,0E-79,0
carbon,1.5708602150537634,1.1824496941516344674637500452345454641946961067047526135871988485370441590275947E-21,0,0,0E-79,0
carbon,1.5723655913978494,1.2977138991698367677820487358186559558265788526670040837770122131784910321491721E-21,0,0,0E-79,0
carbon,1.5738709677419354,1.4180597385970609899241691549719272918489537265482316623897711749932593737646212E-21,0,0,0E-79,0
carbon,1.5753763440860213,1.5434516816892113474162682547491965299064181953794118887383827939617937459170250E-21,0,0,0E-79,0
carbon,1.5768817204301075,1.6738543862961710082734009132972840043679085309191610459799348828239610925334797E-21,0,0,0E-79,0
carbon,1.5783870967741935,1.8092326979476862394554231402992313982378585252464274847006399099844355016371288E-21,0,0,0E-79,0
carbon,1.5798924731182795,1.9495516489436513048729468503688711520585579935863206226351972550040494237799915E-21,0,0,0E-79,0
carbon,1.5813978494623657,2.0947764574484997796909716700987905835664990334765937951938539543536009942085777E-21,0,0,0E-79,0
carbon,1.5829032258064517,2.2448725265898453385016816550165127658025715094709941652044679208062881612219240E-21,0,0,0E-79,0
carbon,1.5844086021505377,2.3998054435614510972192651019136922332582608049168216386891627554716937569556245E-21,0,0,0E-79,0
carbon,1.5859139784946237,2.5595409787301992637417956300584378901166700726536986491826869885386073240838695E-21,0,0,0E-79,0
carbon,1.5874193548387097,2.7240450847473453038371908559023452650083854898137585213136067580061014714641110E-21,0,0,0E-79,0
carbon,1.5889247311827956,2.8932838956639115760505015060622395681099954893780994916498763472941472726386422E-21,0,0,0E-79,0
carbon,1.5904301075268819,3.0672237260502236282207947781405229060105861756708589455155810738638397419325682E-21,0,0,0E-79,0
carbon,1.5919354838709678,3.2458310701193384035358326696642673626247155338826719819149494605967994677029103E-21,0,0,0E-79,0
carbon,1.5934408602150538,3.4290726008550230949369197540080082751171030416100735579618036028769277721100627E-21,0,0,0E-79,0
carbon,1.59494623655914,3.6169151691433807853169706307304580506019258174895267642332558164914099417364001E-21,0,0,0E-79,0
carbon,1.596451612903226,3.8093258029085892035670620180527298069997287808330803612767098456197493464101626E-21,0,0,0E-79,0
carbon,1.597956989247312,4.0062717062529902446250422638086592980931916974986150938125863401439324709507454E-21,0,0,0E-79,0
carbon,1.599462365591398,4.2077202586008097046558040375643428168557122866055359356960630060065218402500442E-21,0,0,0E-79,0
carbon,1.600967741935484,4.4136390138460736388776789727235136895073173281323301383609638510010516592441788E-21,0,0,0E-79,0
carbon,1.60247311827957,4.6239956995044920633238754240216065623813150458475832770139368180427586020091633E-21,0,0,0E-79,0
carbon,1.603978494623656,4.8387582158692464068888589617622953070927555004542935990755553179730059979534587E-21,0,0,0E-79,0
carbon,1.605483870967742,5.0578946351707718350838033823392065648096873776826166381404874368961113423061204E-21,0,0,0E-79,0
carbon,1.606989247311828,5.2813732007404697428312623844898637008942979273702662506347659665132104949336986E-21,0,0,0E-79,0
carbon,1.608494623655914,5.5091623261782537132460063392008791239213744316398210526052200745968614655895223E-21,0,0,0E-79,0
carbon,1.61,5.7412305945240725771415318141605178953007401972450740258020803884364868283151854E-21,0,0,0E-79,0
carbon,1.611505376344086,5.9775467574332534217592137391270143609197205148024470952419252319170301160479683E-21,0,0,0E-79,0
carbon,1.613010752688172,6.2180797343557107836159656360274116209797792903133669031010826123566065566358499E-21,0,0,0E-79,0
carbon,1.6145161290322583,6.4627986117190551772377824179702501673175769475039636901479533002480001812511602E-21,0,0,0E-79,0
carbon,1.6160215053763443,6.7116726421152928760284292883866766342406118052943020215953902744711002072292976E-21,0,0,0E-79,0
carbon,1.6175268817204302,6.9646712434916523665467579862668636792209420226172195948471984902591350255984385E-21,0,0,0E-79,0
carbon,1.6190322580645162,7.2217639983450604385207237065096432584880330827737078666357841825005764229263880E-21,0,0,0E-79,0
carbon,1.6205376344086022,7.4829206529202180706509405925548641609632518785562229203025138190227224114236745E-21,0,0,0E-79,0
carbon,1.6220430107526882,7.7481111164115993860051810426829013541689450646450847821099419137456361946611158E-21,0,0,0E-79,0
carbon,1.6235483870967742,8.0173054601692705381816802699074074781340713796268023466127018924081077108533079E-21,0,0,0E-79,0
carbon,1.6250537634408602,8.2904739169081336750357551904715026953305555083039938774197632670412705530981312E-21,0,0,0E-79,0
carbon,1.6265591397849462,8.5675868799211207197908988026244673829244735222695126774153980419414839449883599E-21,0,0,0E-79,0
carbon,1.6280645161290324,8.8486149022960790998771220825806137417485405970484157198610548585051671890844345E-21,0,0,0E-79,0
carbon,1.6295698924731183,9.1335286961359258588950195702034703021455114576232522336458970447578844038843091E-21,0,0,0E-79,0
carbon,1.6310752688172043,9.4222991317831156631719769246942676909464998954956343464811340610377894919878957E-21,0,0,0E-79,0
carbon,1.6325806451612905,9.7148972370471775155839831893932681839206960017985365058122620169376446126111472E-21,0,0,0E-79,0
carbon,1.6340860215053765,1.0011294196435970108535092879200186612708800250627154055429285581826885095923929E-20,0,0,0E-79,0
carbon,1.6355913978494625,1.0311461350390837531527339876700125488265737581331459944154477053439049803943806E-20,0,0,0E-79,0
carbon,1.6370967741935485,1.0615370194524991481887078359298396738238977994263953405167500601563487865069431E-20,0,0,0E-79,0
carbon,1.6386021505376345,1.0922992378865653651271157104993540536239475079954790030513999476823919339939175E-20,0,0,0E-79,0
carbon,1.6401075268817205,1.1234299707099608167013929174774254197273196915443736655534434900854094283907107E-20,0,0,0E-79,0
carbon,1.6416129032258064,1.1549264135822460598956803489262844796075473998053808360334639537718145266335488E-20,0,0,0E-79,0
carbon,1.6431182795698924,1.1867857773791290105527845730397507347536659040164979471519360500633665029111674E-20,0,0,0E-79,0
carbon,1.6446236559139784,1.2190052881180800481145052355246973669210614731629089320721888938378119212211838E-20,0,0,0E-79,0
carbon,1.6461290322580644,1.2515821868842971245730009321323136923820425612236934827142765092060053408648655E-20,0,0,0E-79,0
carbon,1.6476344086021506,1.2845137297570263455474089052192795307561027517397318358264345850328480199788621E-20,0,0,0E-79,0
carbon,1.6491397849462366,1.3177971877362023193766965702370065491461544648451558279418231333403771186510758E-20,0,0,0E-79,0
carbon,1.6506451612903226,1.3514298466694768416219747754834478495318332612338340626896937560124383409463847E-20,0,0,0E-79,0
carbon,1.6521505376344088,1.3854090071795399600465238232762596535521697104934491767010773092590416302391444E-20,0,0,0E-79,0
carbon,1.6536559139784948,1.4197319845918016491013456887206203396680485429237957566438550001611055002972066E-20,0,0,0E-79,0
carbon,1.6551612903225807,1.4543961088624362391897215457254572707795690913076565151559160832368189281580326E-20,0,0,0E-79,0
carbon,1.6566666666666667,1.4893987245067232594882847651565819594027556406702124312351676084037597287911948E-20,0,0,0E-79,0
carbon,1.6581720430107527,1.5247371905277547167397641105878634427668210133301500578010401736275589812018941E-20,0,0,0E-79,0
carbon,1.6596774193548387,1.5604088803454491173521974785106152184991438160937307616170698740027458275485411E-20,0,0,0E-79,0
carbon,1.6611827956989247,1.5964111817259260453323012598942439864192081753997394109399727813735127639228413E-20,0,0,0E-79,0
carbon,1.6626881720430107,1.6327414967111993323335980107798078104039534273523025390060792933043298708946152E-20,0,0,0E-79,0
carbon,1.6641935483870967,1.6693972415491921344161843490096568250922118931009510312409237010262111508665566E-20,0,0,0E-79,0
carbon,1.6656989247311829,1.7063758466241035835141538666935775841944949822129365172792805992133601340796292E-20,0,0,0E-79,0
carbon,1.6672043010752688,1.7436747563870530539646296314045771324680893045083854864926803869659134304260268E-20,0,0,0E-79,0
carbon,1.6687096774193548,1.7812914292871286707394579769573635804553993852511677259433570596247570938544452E-20,0,0,0E-79,0
carbon,1.670215053763441,1.8192233377026826110603224675040641195507359744942262027100143703715088851559823E-20,0,0,0E-79,0
carbon,1.671720430107527,1.8574679678729735926466783162989833535541603647271771840816288060327570290801373E-20,0,0,0E-79,0
carbon,1.673225806451613,1.8960228198301612277031618611231000186717654869296014263206959646024614011180967E-20,0,0,0E-79,0
carbon,1.674731182795699,1.9348854073315768889601592473119143764417754991166961696856783533568551127655807E-20,0,0,0E-79,0
carbon,1.676236559139785,1.9740532577923391139386156405015547992604543504559332153504827741688322808316423E-20,0,0,0E-79,0
carbon,1.677741935483871,2.0135239122182579464316998846847478868959549195259926139620821483422117818448335E-20,0,0,0E-79,0
carbon,1.679247311827957,2.0532949251390923708423818601388055233700648338880740476082794185634412172059558E-20,0,0,0E-79,0
carbon,1.680752688172043,2.0933638645420828837999691799610941010286182682983318377300765716409458353477609E-20,0,0,0E-79,0
carbon,1.682258064516129,2.1337283118058306083658226611707428771558637563297341459019632746013728181272203E-20,0,0,0E-79,0
carbon,1.683763440860215,2.1743858616344476663246146754403196646635672461432136966522848263679575633167366E-20,0,0,0E-79,0
carbon,1.685268817204301,2.2153341219920561961281475563596756579299883385655037395705111349805114817674903E-20,0,0,0E-79,0
carbon,1.686774193548387,2.2565707140375733048093717416615150656159687639051465811303952317447990040006969E-20,0,0,0E-79,0
carbon,1.688279569892473,2.2980932720597952059885819242703121406282107560700723308898545240911970978240635E-20,0,0,0E-79,0
carbon,1.6897849462365593,2.3398994434128182403999423514595298167690122208302550536862575759521104252634573E-20,0,0,0E-79,0
carbon,1.6912903225806453,2.3819868884517035686314570222733086697229574554149079703676670619701688938934732E-20,0,0,0E-79,0
carbon,1.6927956989247313,2.4243532804685223890408998130275719427056367908610625036270324574744745753833891E-20,0,0,0E-79,0
carbon,1.6943010752688172,2.4669963056286515192833773327796608991916024227902637068217581815540293016996833E-20,0,0,0E-79,0
carbon,1.6958064516129032,2.5099136629073605244225410294209861677162125981259860156440448263451085457524244E-20,0,0,0E-79,0
carbon,1.6973118279569892,2.5531030640267298872268495001765584768563264203741395111461991134195939983309191E-20,0,0,0E-79,0
carbon,1.6988172043010752,2.5965622333928445310691954544934947684617056343930426495045924499446605429395509E-20,0,0,0E-79,0
carbon,1.7003225806451612,2.6402889080332822669196960084463186808672336645947146542619173185848947177382151E-20,0,0,0E-79,0
carbon,1.7018279569892472,2.6842808375349232109124360715376370578226072550320129016711990637694758898329039E-20,0,0,0E-79,0
carbon,1.7033333333333334,2.7285357839820025471239415266593668926463286454300679614137747255180398672713854E-20,0,0,0E-79,0
carbon,1.7048387096774194,2.7730515218944783792308818764256981598683189862868632117459838318359068046758841E-20,0,0,0E-79,0
carbon,1.7063440860215053,2.8178258381667351853387796503712942106653780706381230451345345172569496698380062E-20,0,0,0E-79,0
carbon,1.7078494623655915,2.8628565320064929094473792846020623403694735292105659782020770965838400628815591E-20,0,0,0E-79,0
carbon,1.7093548387096775,2.9081414148740504850793418096273325899476318451247891455795197985375552729524708E-20,0,0,0E-79,0
