material,Z,r,V,p_int,q_int,recon,dissoc
iron,26,2.1418181818181816,1.7181412356067909404479198727183073034607724606580701356767770060749052947992497E-19,0,0,0E-79,0
iron,26,2.144242424242424,1.6883468660748296429924553914704011281910204846326539887318694319693298666232642E-19,0,0,0E-79,0
iron,26,2.1466666666666665,1.6588985079734330118504536257379303710258021536586676082321712807607237942675710E-19,0,0,0E-79,0
iron,26,2.149090909090909,1.6297936509676143245497210522884236130879998968425309743189835447538872769212382E-19,0,0,0E-79,0
iron,26,2.1515151515151514,1.6010298007467777988529270297590495750853296582215354979779990090245492341031615E-19,0,0,0E-79,0
iron,26,2.153939393939394,1.5726044789275071861160933939268070298323173787378803532300787636308653765927111E-19,0,0,0E-79,0
iron,26,2.1563636363636363,1.5445152229569493791408587639258672734767851665589174122613476621452238210700673E-19,0,0,0E-79,0
iron,26,2.1587878787878787,1.5167595860167368982742694262414301320344809089644210955553279787736660364841552E-19,0,0,0E-79,0
iron,26,2.161212121212121,1.4893351369275172771796105530704980501708462730638606710978331294275813649620746E-19,0,0,0E-79,0
iron,26,2.163636363636363,1.4622394600540240660714105850991154288172165245374615075152738118486392064110589E-19,0,0,0E-79,0
iron,26,2.166060606060606,1.4354701552107013058561847093581591631949653448947368309572897025102180601631641E-19,0,0,0E-79,0
iron,26,2.168484848484848,1.4090248375679570626902984742659265909917215157468643171602893299065804606167660E-19,0,0,0E-79,0
iron,26,2.170909090909091,1.3829011375588398173407301910520705791702496070090405419782637710100830332400789E-19,0,0,0E-79,0
iron,26,2.173333333333333,1.3570967007864355178924908272595109627597302249184024368594633463614216499023306E-19,0,0,0E-79,0
iron,26,2.175757575757576,1.3316091879316409147724383427468081620934535924137293191484594654605675472641003E-19,0,0,0E-79,0
iron,26,2.178181818181818,1.3064362746616548124652770384074543199466647661155238916995013117509356787615340E-19,0,0,0E-79,0
iron,26,2.1806060606060607,1.2815756515388464453416302977953744728587439073596799060355867923558708921635981E-19,0,0,0E-79,0
iron,26,2.1830303030303027,1.2570250239303158696132962058878092763420942240881786098539776368096693193967993E-19,0,0,0E-79,0
iron,26,2.1854545454545455,1.2327821119178589331901267465807101570731234574393044204308034135687358244813421E-19,0,0,0E-79,0
iron,26,2.1878787878787875,1.2088446502085883807420275324165932730767224531860427158043248463259405181446385E-19,0,0,0E-79,0
iron,26,2.1903030303030304,1.1852103880459610177444438259773897954188981235265850231043588385043489350759123E-19,0,0,0E-79,0
iron,26,2.1927272727272724,1.1618770891214634913311831698138816563893007874223527601416749657391387156951271E-19,0,0,0E-79,0
iron,26,2.195151515151515,1.1388425314866891212833985675879849672762075640386536104610593016724871275837577E-19,0,0,0E-79,0
iron,26,2.1975757575757573,1.1161045074660576510966305888470529189075193836301225054137698226314212356482320E-19,0,0,0E-79,0
iron,26,2.1999999999999997,1.0936608235699627185050084255686867742507485360517694669165594526064456431279906E-19,0,0,0E-79,0
iron,26,2.202424242424242,1.0715093004084881759318268021119551318121304129226960711329460986757679661479353E-19,0,0,0E-79,0
iron,26,2.2048484848484846,1.0496477726056075582346805854542798908209847512646088307080786241741056164604263E-19,0,0,0E-79,0
iron,26,2.207272727272727,1.0280740887139175669308031982874906021309285150395995721645197704238752851198389E-19,0,0,0E-79,0
iron,26,2.2096969696969695,1.0067861111298488775958898977132479967265833329402888684778369467325603541689447E-19,0,0,0E-79,0
iron,26,2.212121212121212,9.8578171600940643510371658775527660949945152486093124223605286642253484663337320E-20,0,0,0E-79,0
iron,26,2.2145454545454544,9.6505879318439569693014204919535673415192333987022088747921609613063481290643828E-20,0,0,0E-79,0
iron,26,2.216969696969697,9.4461524607914659707382044789327822660859279479080892743645166352823002582646487E-20,0,0,0E-79,0
iron,26,2.2193939393939393,9.2444899162774552290130358979247764847589212215230346973250339628727463848986516E-20,0,0,0E-79,0
iron,26,2.2218181818181817,9.0455796019173446037252748832910152494304040690650831523503713016337661291439736E-20,0,0,0E-79,0
iron,26,2.224242424242424,8.8494009547832574424413666432662780326559528263616346848402491199747593084313299E-20,0,0,0E-79,0
iron,26,2.2266666666666666,8.6559335445908026216723504668854600277626635011403752726381574369977095017365749E-20,0,0,0E-79,0
iron,26,2.229090909090909,8.4651570728909057487679965901731050058911053632514422223709223455450794070656770E-20,0,0,0E-79,0
iron,26,2.2315151515151515,8.2770513722661856531122906194247033554931612030961046670200714471185607310791665E-20,0,0,0E-79,0
iron,26,2.233939393939394,8.0915964055323359768589242405698525242177720103169576683752798579341855042723760E-20,0,0,0E-79,0
iron,26,2.2363636363636363,7.9087722649441321547039153871561710274368111176016192916081808994673010334921163E-20,0,0,0E-79,0
iron,26,2.2387878787878783,7.7285591714061654830022289786257341393977779834875774621070920334267014730482005E-20,0,0,0E-79,0
iron,26,2.241212121212121,7.5509374736882103243500931799488972237047614021447432727660087735567250685041507E-20,0,0,0E-79,0
iron,26,2.243636363636363,7.3758876476455827060220233964973693601015704969186058275732932276340530700239432E-20,0,0,0E-79,0
iron,26,2.246060606060606,7.2033902954434762097249349146360283167079647685851297825902720571020164625460155E-20,0,0,0E-79,0
iron,26,2.248484848484848,7.0334261447867963829659207293211692539470820617222079694351288888265190595802622E-20,0,0,0E-79,0
iron,26,2.250909090909091,6.8659760481535394200265855740087378002950559338435691012977959067445359047263082E-20,0,0,0E-79,0
iron,26,2.253333333333333,6.7010209820338328730495137806490529936261392982905376288977274639493801055356676E-20,0,0,0E-79,0
iron,26,2.255757575757576,6.5385420461723900587020983599272479833486413141644082157389428137665379432916791E-20,0,0,0E-79,0
iron,26,2.258181818181818,6.3785204628165621292491952117193379400871155608688803009125024615518392020310737E-20,0,0,0E-79,0
iron,26,2.2606060606060603,6.2209375759678289184417685684068349224658280844577615029778191587892104244092585E-20,0,0,0E-79,0
iron,26,2.2630303030303027,6.0657748506385502084779869431543718244972516526386460763773382798732648958418905E-20,0,0,0E-79,0
iron,26,2.265454545454545,5.9130138721127161500958464060744715132958361563170960710865473209851312827178838E-20,0,0,0E-79,0
iron,26,2.2678787878787876,5.7626363452111579252941005660695619036268536132672007592652456246373300257886464E-20,0,0,0E-79,0
iron,26,2.27030303030303,5.6146240935612591600708428702934589600263074073731132756256072164546812595847532E-20,0,0,0E-79,0
iron,26,2.2727272727272725,5.4689590588708122433785238781190676234615570079082362524775124301353058241947019E-20,0,0,0E-79,0
iron,26,2.275151515151515,5.3256233002063734641547266173850737570037491341595916463802744149131070839921696E-20,0,0,0E-79,0
iron,26,2.2775757575757574,5.1845989932758124144057250279107230137430379249416970529351216206613299415038727E-20,0,0,0E-79,0
iron,26,2.28,5.0458684297151319910612355621834810862871682838309226385626164706737549451263142E-20,0,0,0E-79,0
iron,26,2.2824242424242422,4.9094140163796287594618598300926106351630155268951175433785997116783373327477082E-20,0,0,0E-79,0
iron,26,2.2848484848484847,4.7752182746390722096483314572181151512404405699105072002570149324021292972051381E-20,0,0,0E-79,0
iron,26,2.287272727272727,4.6432638396773434510494618855781294971238574331617742429108855590157068711960189E-20,0,0,0E-79,0
iron,26,2.289696969696969,4.5135334597960114104327260824716151479115617460448955967017357376600816953520121E-20,0,0,0E-79,0
iron,26,2.292121212121212,4.3860099957220935489838847544914308762057390784734119439563065572678402883919936E-20,0,0,0E-79,0
iron,26,2.294545454545454,4.2606764199202341137925481976023033772604298481425742613129473865306092814422511E-20,0,0,0E-79,0
iron,26,2.296969696969697,4.1375158159083486128757796620831027065292842899961794966465072460676613084216495E-20,0,0,0E-79,0
iron,26,2.299393939393939,4.0165113775781361389254440207140482140818937401402457747261988688092756350785151E-20,0,0,0E-79,0
iron,26,2.3018181818181818,3.8976464085188291724045270390458517206856458027441726067499341913311677717156610E-20,0,0,0E-79,0
iron,26,2.3042424242424238,3.7809043213457244994045648885236489062111640452211532882567772904143643675060096E-20,0,0,0E-79,0
iron,26,2.3066666666666666,3.6662686370320301803731392785487425027546394331600529088622152106947696727644598E-20,0,0,0E-79,0
iron,26,2.3090909090909086,3.5537229842453217440067103316948155994280835154763194206928057510462467096285698E-20,0,0,0E-79,0
iron,26,2.3115151515151515,3.4432510986873365308188748252364503028080525875646474315105207800734969748740675E-20,0,0,0E-79,0
iron,26,2.3139393939393935,3.3348368224383208212990123238744974271612861628249761665268003309865661583734963E-20,0,0,0E-79,0
iron,26,2.3163636363636364,3.2284641033046455404464243954237725880676225747032140832639208135931094591406748E-20,0,0,0E-79,0
iron,26,2.3187878787878784,3.1241169941709515970295866959133289511306164508643654927372473538815769506526303E-20,0,0,0E-79,0
iron,26,2.321212121212121,3.0217796523555312211939616327143656767889563982229195992250550022988129579685159E-20,0,0,0E-79,0
iron,26,2.3236363636363633,2.9214363389700986872449133626302227610151685234669364124517942718486777305642268E-20,0,0,0E-79,0
iron,26,2.3260606060606057,2.8230714182829714946532537870774297705700663927075053614162398921359820476194167E-20,0,0,0E-79,0
iron,26,2.328484848484848,2.7266693570862838597861957196330452260494558211916265388212509119908003529893740E-20,0,0,0E-79,0
iron,26,2.3309090909090906,2.6322147240668428582232916182309333152736051694783771955148640377090812610716074E-20,0,0,0E-79,0
iron,26,2.333333333333333,2.5396921891808415887730559358671778974013052961190986028253924784141367039093022E-20,0,0,0E-79,0
iron,26,2.3357575757575755,2.4490865230321740837481293985420839222611921607304619770689671495421607724373213E-20,0,0,0E-79,0
iron,26,2.338181818181818,2.3603825962545685744913267274886330026909609011458321892067226185164969948598429E-20,0,0,0E-79,0
iron,26,2.3406060606060604,2.2735653788973419578663696085697363581033117860550898822076318041453602819688006E-20,0,0,0E-79,0
iron,26,2.343030303030303,2.1886199398148180260134485488065078896856294173064713245780338378932287248479649E-20,0,0,0E-79,0
iron,26,2.3454545454545452,2.1055314460594454958212831288646923078013981979437512912769097760541484161254557E-20,0,0,0E-79,0
iron,26,2.3478787878787877,2.0242851622784130681080824259821927890148308238882991977106451465734703482327164E-20,0,0,0E-79,0
iron,26,2.3503030303030297,1.9448664501140340733619723808919213053074087931879514292866009407955901316394778E-20,0,0,0E-79,0
iron,26,2.3527272727272726,1.8672607676074893359999503660283263695625934498180297668875958690690449100592394E-20,0,0,0E-79,0
iron,26,2.3551515151515146,1.7914536686064232615825673292941629599314597699178671633194149741527092600830897E-20,0,0,0E-79,0
iron,26,2.3575757575757574,1.7174308021756855126844653722297167723945668457693451437771532862996003736877776E-20,0,0,0E-79,0
iron,26,2.3599999999999994,1.6451779120120134424659038545894442453091035902386196851422277175722582698927418E-20,0,0,0E-79,0
iron,26,2.3624242424242423,1.5746808358617930645130100455427022154530541282692397296405780359975211075246291E-20,0,0,0E-79,0
iron,26,2.3648484848484843,1.5059255049426964811125705776766992493543621282604671910029194858517351362232079E-20,0,0,0E-79,0
iron,26,2.367272727272727,1.4388979433683682832798746824392625279958666864948022643031088913054250754674484E-20,0,0,0E-79,0
iron,26,2.3696969696969696,1.3735842675769109467759870608685294538686772477678903765183112718597383706297844E-20,0,0,0E-79,0
iron,26,2.372121212121212,1.3099706857625268547824465473228847986195591688226224439070027138712512982339996E-20,0,0,0E-79,0
iron,26,2.3745454545454545,1.2480434973106506801755314010745575881083803424595859466411907815627788047445804E-20,0,0,0E-79,0
iron,26,2.376969696969697,1.1877890922364643684782609809561975106209864703795531828057116263285181493197831E-20,0,0,0E-79,0
iron,26,2.379393939393939,1.1291939506267415576873871231548341661467546304320970566314237094687290667182691E-20,0,0,0E-79,0
iron,26,2.381818181818182,1.0722446420849685494623438580982665573177143172361679266274011406410708841024276E-20,0,0,0E-79,0
iron,26,2.384242424242424,1.0169278251799650727331488454912478378159073562228313615379287319257209588855850E-20,0,0,0E-79,0
iron,26,2.3866666666666667,9.6323024689749883629948649612876863898305309584423804000902372010582776773640515E-21,0,0,0E-79,0
iron,26,2.3890909090909087,9.1113874209549870566346465810329067019403979386783280911914264480059972686861017E-21,0,0,0E-79,0
iron,26,2.3915151515151516,8.6064023296223073686568216880583086175691506797119709830897897939935183272959407E-21,0,0,0E-79,0
iron,26,2.3939393939393936,8.1172172847798160892279154215572266431442372520072052189939252781931310453385332E-21,0,0,0E-79,0
iron,26,2.3963636363636365,7.6437032387967583797148755497427672161118523296216118875983349185131380901816146E-21,0,0,0E-79,0
iron,26,2.3987878787878785,7.1857320012898105170494103422476133946456157369400029348791614465729901999169697E-21,0,0,0E-79,0
iron,26,2.4012121212121214,6.7431762338330572527522283276249474069334075998854539575434763568173589422495919E-21,0,0,0E-79,0
iron,26,2.4036363636363633,6.3159094447023506541097857539925420486662910460142503033002772748266863962902702E-21,0,0,0E-79,0
iron,26,2.4060606060606062,5.9038059836483180120448964295455361425537673602160263256490975927712096406960229E-21,0,0,0E-79,0
iron,26,2.4084848484848482,5.5067410367033555373039461616631634118428558815930455655510048283074790629313557E-21,0,0,0E-79,0
iron,26,2.4109090909090907,5.1245906210170562302181517222200859422694148523921831317130452452984197004197188E-21,0,0,0E-79,0
iron,26,2.413333333333333,4.7572315797246341822556570544238529955426417696738361701846536331367282894955019E-21,0,0,0E-79,0
iron,26,2.4157575757575755,4.4045415768446040310819914406339376870291080385391074505837507306514573402724483E-21,0,0,0E-79,0
iron,26,2.418181818181818,4.0663990922077431755460199486200626030990322213296904334159018127951384038400211E-21,0,0,0E-79,0
iron,26,2.4206060606060604,3.7426834164159973905539797217840980313419785120737182089240165297688780274429339E-21,0,0,0E-79,0
iron,26,2.423030303030303,3.4332746458316010063324437356131691020000532240449410035797408980676179052712583E-21,0,0,0E-79,0
iron,26,2.4254545454545453,3.1380536775963479133574962042342219176112880498357692984806735981387483474163434E-21,0,0,0E-79,0
iron,26,2.4278787878787877,2.8569022046802783990381976465774016309005188361322866845480962454691288520876319E-21,0,0,0E-79,0
iron,26,2.43030303030303,2.5897027109603788830320588981454837842669922170031058789139905698630195006383259E-21,0,0,0E-79,0
iron,26,2.4327272727272726,2.3363384663283912881442499269962576454607714614640448119228213142515708485861617E-21,0,0,0E-79,0
iron,26,2.435151515151515,2.0966935218281853452932027847453353208082355633680588178849105890191440947022033E-21,0,0,0E-79,0
iron,26,2.4375757575757575,1.8706527048218810288853741782778919299615604701483762639932952611640663697428836E-21,0,0,0E-79,0
iron,26,2.4399999999999995,1.6581016141852358233717315198827023255424755359188725859170921896958638132596180E-21,0,0,0E-79,0
iron,26,2.4424242424242424,1.4589266155313587316685725369450095826202430156951869681029313558099645759215641E-21,0,0,0E-79,0
iron,26,2.4448484848484844,1.2730148364636981930778537802911410914110466306291694703612266453012105354159163E-21,0,0,0E-79,0
iron,26,2.4472727272727273,1.1002541618564482898604493802941207206094527076258560750955226537103069390399239E-21,0,0,0E-79,0
iron,26,2.4496969696969693,9.4053322916430430068987591439557453631519732447952037069126510392789631010997723E-22,0,0,0E-79,0
iron,26,2.452121212121212,7.9374142375924148643040793539037121725710123447691910703768034417955004914151076E-22,0,0,0E-79,0
iron,26,2.454545454545454,6.5976887429613467819507728580114774904978482875675997947860699148880651696175628E-22,0,0,0E-79,0
iron,26,2.456969696969697,5.3850644810532989186625848954227261979905217717784628611579545562697533307984854E-22,0,0,0E-79,0
iron,26,2.459393939393939,4.2984574661353627423524740682468109637674747842990953852446673968137359812061539E-22,0,0,0E-79,0
iron,26,2.461818181818182,3.3367910079139005462927281418182550304428272470918658576269103148463334639345495E-22,0,0,0E-79,0
iron,26,2.464242424242424,2.4989956662901862348483308160789417799953595103583994712017434243803799892064940E-22,0,0,0E-79,0
iron,26,2.4666666666666663,1.7840092063804645970904505474035562156594715684905712326538633089099576009586460E-22,0,0,0E-79,0
iron,26,2.469090909090909,1.1907765538102162738354992381805649697108364209660454608883549748708257734882842E-22,0,0,0E-79,0
iron,26,2.471515151515151,7.1824975027410583827423348959040592863382508132108803035284396292080736404440530E-23,0,0,0E-79,0
iron,26,2.4739393939393937,3.6538790936172056827759242618289013603918750527218242367392015649768311679232785E-23,0,0,0E-79,0
iron,26,2.476363636363636,1.3115717264968921203706770124510526690758549930949917487868194462786551063161536E-23,0,0,0E-79,0
iron,26,2.4787878787878785,1.4530666055217049177439521370576606266563181886861249911115845380455440013475292E-24,0,0,0E-79,0
iron,26,2.481212121212121,1.4488456452234615667942188283792002964222834442398380932200140343471952972792149E-24,0,0,0E-79,0
iron,26,2.4836363636363634,1.3001750854707607939886518319222074960759414608513487663040719979166629730436941E-23,0,0,0E-79,0
iron,26,2.486060606060606,3.6011164201282278037596838760089477005623317593399948509196334403384689537264501E-23,0,0,0E-79,0
iron,26,2.4884848484848483,7.0377148888043604526692226403289905991756164782745132886321059388091794430631624E-23,0,0,0E-79,0
iron,26,2.4909090909090907,1.1600044511856061929522942145822235047520497080711746089053254350584855924419722E-22,0,0,0E-79,0
iron,26,2.493333333333333,1.7278246588691840838346141906176052326311087475778506734554131757651736135931896E-22,0,0,0E-79,0
iron,26,2.4957575757575756,2.4062529279304511376817601026057028796335274289139055239405604139565374355511555E-22,0,0,0E-79,0
iron,26,2.498181818181818,3.1943167188307263834589025830327205774310872437118525526982235501800095437015208E-22,0,0,0E-79,0
iron,26,2.50060606060606,4.0910500951470952155156449352574287325794436139049212603362476102463656184623511E-22,0,0,0E-79,0
iron,26,2.503030303030303,5.0954936824745027322449638454991334436952153091560404530094935115560591857463684E-22,0,0,0E-79,0
iron,26,2.505454545454545,6.2066946275716964038529216429565432651758563934625117217522557531593246187496443E-22,0,0,0E-79,0
iron,26,2.507878787878788,7.4237065577574308370369334365022250175685154338539279377407837131619071138280860E-22,0,0,0E-79,0
iron,26,2.51030303030303,8.7455895405435118148492466637896519089566806992437517550523144175118568547091308E-22,0,0,0E-79,0
iron,26,2.5127272727272727,1.0171410043517535873715664989335685008485630929286692087986185393240517196010973E-21,0,0,0E-79,0
iron,26,2.5151515151515147,1.1700240894458927117429705435585241289167415520281343071845580885119701680791916E-21,0,0,0E-79,0
iron,26,2.5175757575757576,1.3331161241701541414273016273601404116359925210972050821433820258847535236417212E-21,0,0,0E-79,0
iron,26,2.5199999999999996,1.5063256514726557044722338227195720732828526866501597075911417448147420253902940E-21,0,0,0E-79,0
iron,26,2.5224242424242425,1.6895618385000706394645629734478239031787507647183739027456535411397860645533737E-21,0,0,0E-79,0
iron,26,2.5248484848484845,1.8827344727039775868158626534475555585752319681005434220242515730815753851023012E-21,0,0,0E-79,0
iron,26,2.527272727272727,2.0857539579716098775541242245387198065136414899732223374537349027973201684146409E-21,0,0,0E-79,0
iron,26,2.5296969696969693,2.2985313107789214277220271942705816843225922761841653624267397710603867165857097E-21,0,0,0E-79,0
iron,26,2.5321212121212118,2.5209781563674216969000584436882535549883661921294874603221159349916619806369922E-21,0,0,0E-79,0
iron,26,2.534545454545454,2.7530067249435433994255638654901536165513371750838014908078495009835163033055316E-21,0,0,0E-79,0
iron,26,2.5369696969696967,2.9945298479012179383268574172017159735831344687229057379122662869942417164427785E-21,0,0,0E-79,0
iron,26,2.539393939393939,3.2454609540666478220204695924487502471195645599957102625486426451909363529878274E-21,0,0,0E-79,0
iron,26,2.5418181818181815,3.5057140659662468052312706382131664872823520929456043087075993281653701471401938E-21,0,0,0E-79,0
iron,26,2.544242424242424,3.7752037961164586653985130467160259103410427120812007771236296629014895735292607E-21,0,0,0E-79,0
iron,26,2.5466666666666664,4.0538453433361915285375864133190733806610432815939343194831272523994066031915195E-21,0,0,0E-79,0
iron,26,2.549090909090909,4.3415544890813632012081901952799116428865738358020400175013726467612850074135251E-21,0,0,0E-79,0
iron,26,2.5515151515151513,4.6382475938012987462350553966857427425396438893598519276235654102116102063750050E-21,0,0,0E-79,0
iron,26,2.5539393939393937,4.9438415933173743524155616365875385316973048101497359358443775023283159629392118E-21,0,0,0E-79,0
iron,26,2.5563636363636357,5.2582539952230109562186733649031304871165710622476947840497380949313004573356886E-21,0,0,0E-79,0
iron,26,2.5587878787878786,5.5814028753058807166597142131219785414351708216645653676954841403936168995092700E-21,0,0,0E-79,0
iron,26,2.5612121212121206,5.9132068739906341954138708610033635692453084218306938331496770107782919710266343E-21,0,0,0E-79,0
iron,26,2.5636363636363635,6.2535851928045615829096582679039455063949348675800394480718842553988795804770805E-21,0,0,0E-79,0
iron,26,2.5660606060606055,6.6024575908626341725353372035815293210155441448822790520021823580388019626035296E-21,0,0,0E-79,0
iron,26,2.5684848484848484,6.9597443813756794570054759112457435082423738609677368024781195430510686517699169E-21,0,0,0E-79,0
iron,26,2.5709090909090904,7.3253664281775221376954925644934427457266268689758593393257934913065786379966060E-21,0,0,0E-79,0
iron,26,2.5733333333333333,7.6992451422751107833635772290103278064958376916350069133042232082065991544654371E-21,0,0,0E-79,0
iron,26,2.5757575757575752,8.0813024784172470745480531272022532552239450821735049475193381703070276714525026E-21,0,0,0E-79,0
iron,26,2.578181818181818,8.4714609316862167870592059390969425858596834899776878312560280472060305130667519E-21,0,0,0E-79,0
iron,26,2.58060606060606,8.8696435341076196798938032038211196187070423625146869741551239643661143813816109E-21,0,0,0E-79,0
iron,26,2.583030303030303,9.2757738512829050381492363850193519187464910233373441248639926063844589682315885E-21,0,0,0E-79,0
iron,26,2.585454545454545,9.6897759790398432161469967365423024428181528673149942117802208001624514603017427E-21,0,0,0E-79,0
iron,26,2.5878787878787874,1.0111574540105560672522362256987103454726899664039766100909825815364519907954009E-20,0,0,0E-79,0
iron,26,2.59030303030303,1.0541094680797573014259695091547018399909133179378802844484546644348878916841602E-20,0,0,0E-79,0
iron,26,2.5927272727272723,1.0978262067735790048794632833492600261268961382587721469463462005248666159240191E-20,0,0,0E-79,0
iron,26,2.5951515151515148,1.1423002884574349916419697797904018303958769849114325225709802902709846957122518E-20,0,0,0E-79,0
iron,26,2.597575757575757,1.1875243828752543779029734508173561392180151109057701553227219332474484723681312E-20,0,0,0E-79,0
iron,26,2.5999999999999996,1.2334912108266077011470995391924090062420512058223904383278256035601668277023442E-20,0,0,0E-79,0
iron,26,2.602424242424242,1.2801935438456913301415109352942084291173530766751331513381975634972782506067112E-20,0,0,0E-79,0
iron,26,2.6048484848484845,1.3276242038823340119048400436639722278043937538654087794042975590268079349672992E-20,0,0,0E-79,0
iron,26,2.607272727272727,1.3757760629848599354880984239753250210197505176053437813798704172894081784187910E-20,0,0,0E-79,0
iron,26,2.6096969696969694,1.4246420429848952121303250955491149601811971701072870621761145798333317680916672E-20,0,0,0E-79,0
iron,26,2.612121212121212,1.4742151151840750002025217168908564477693111014623097497850322370016736601865625E-20,0,0,0E-79,0
iron,26,2.6145454545454543,1.5244883000426066114105636487334869327130151666897882855303521099485851526070986E-20,0,0,0E-79,0
iron,26,2.6169696969696967,1.5754546668697694695862560160476409757473219708220392386828039696594867422379084E-20,0,0,0E-79,0
iron,26,2.619393939393939,1.6271073335162157849034230703517357311541297120239203104265591715518058894292312E-20,0,0,0E-79,0
iron,26,2.6218181818181816,1.6794394660681827472348731616262121575329607648480881941419029294107480253752524E-20,0,0,0E-79,0
iron,26,2.624242424242424,1.7324442785434917641487274962131518464178025129407597024494397492875937625031297E-20,0,0,0E-79,0
iron,26,2.6266666666666665,1.7861150325894500293472482570561411820694680492011273883301013913787870806035717E-20,0,0,0E-79,0
iron,26,2.629090909090909,1.8404450371825121970329209266248293338328098708228332545631923345812650144469094E-20,0,0,0E-79,0
iron,26,2.6315151515151514,1.8954276483297885130249524648449330436393641443514649935061181959936631792844747E-20,0,0,0E-79,0
iron,26,2.633939393939394,1.9510562687723548003044227198155948190010712625012627633011415115417232025235735E-20,0,0,0E-79,0
iron,26,2.6363636363636362,2.0073243476903139442021038976943902038639544414133256787587634793925422999439192E-20,0,0,0E-79,0
iron,26,2.6387878787878787,2.0642253804097179017358000882119092017733373379630970349348162512932533423614394E-20,0,0,0E-79,0
iron,26,2.641212121212121,2.1217529081111504408615890295643847466557184652691893525527322335060091954746496E-20,0,0,0E-79,0
iron,26,2.6436363636363636,2.1799005175401783114037411446492471557383002047561032217119654329944705447834177E-20,0,0,0E-79,0
iron,26,2.6460606060606056,2.2386618407194422756962058364150497875406444295970080997732541466907750093215390E-20,0,0,0E-79,0
iron,26,2.6484848484848484,2.2980305546626328791029101755709185278886390882582770928536208672771623425704753E-20,0,0,0E-79,0
iron,26,2.6509090909090904,2.3580003810899759453904690044953522557495244523682528270304109621014074505109482E-20,0,0,0E-79,0
iron,26,2.6533333333333333,2.4185650861457191545390329601965964585808629851154427809082769854962207765936820E-20,0,0,0E-79,0
iron,26,2.6557575757575753,2.4797184801170033855880938789270200104502458305326362354865362704339122784616861E-20,0,0,0E-79,0
iron,26,2.658181818181818,2.5414544171547721542009874310077455720653647990070392755598094967838946315045840E-20,0,0,0E-79,0
iron,26,2.66060606060606,2.6037667949960349531643796263798326577806124327546427638433394446756498422828112E-20,0,0,0E-79,0
iron,26,2.663030303030303,2.6666495546881246025745476295799024907780013350476158381326276375484867874089687E-20,0,0,0E-79,0
iron,26,2.665454545454545,2.7300966803142915770256964486505355558854032002580450381323495873134288412711510E-20,0,0,0E-79,0
iron,26,2.667878787878788,2.7941021987213309922557306274411996299502623604480818937143386907760013883847064E-20,0,0,0E-79,0
iron,26,2.67030303030303,2.8586601792484481506227108638825393462125157902869778057648752058487168192420444E-20,0,0,0E-79,0
iron,26,2.672727272727273,2.9237647334581827250705559184362384970581927210329396137890602088653701663454715E-20,0,0,0E-79,0
iron,26,2.675151515151515,2.9894100148685370783289415418365249595918834040826527227005176905341062989980397E-20,0,0,0E-79,0
iron,26,2.6775757575757573,3.0555902186871319928660972366949639666848779133481168762140307167720833504741351E-20,0,0,0E-79,0
iron,26,2.6799999999999997,3.1222995815466469290880407567725707006514653040353797793668331969659501513905602E-20,0,0,0E-79,0
iron,26,2.682424242424242,3.1895323812420290028824725955984069058428468705056565199473940049930668571052263E-20,0,0,0E-79,0
iron,26,2.6848484848484846,3.2572829364692688342087471115638463183021324068128725819750258783677738088372343E-20,0,0,0E-79,0
iron,26,2.687272727272727,3.3255456065656985385056699899901987570753810520922253486006152011197564718447836E-20,0,0,0E-79,0
iron,26,2.6896969696969695,3.3943147912519503139531752047278107062999322347124946260376388358257647620552615E-20,0,0,0E-79,0
iron,26,2.692121212121212,3.4635849303753960686766443026402276405985548211216393294174677225634994786400018E-20,0,0,0E-79,0
iron,26,2.6945454545454544,3.5333505036551845891495842822652923878905120285905202342788225040380336331168740E-20,0,0,0E-79,0
iron,26,2.696969696969697,3.6036060304288228327237079008784652750894021747374254431156729643852733496112203E-20,0,0,0E-79,0
iron,26,2.6993939393939392,3.6743460694002424079502797965279601800724343135701110418969781247139431216089846E-20,0,0,0E-79,0
iron,26,2.7018181818181817,3.7455652183894930718122102826517228609836400773983326459369451455137038473627461E-20,0,0,0E-79,0
iron,26,2.704242424242424,3.8172581140838157332688885239460002952141393496895291132760475776835456199353295E-20,0,0,0E-79,0
iron,26,2.706666666666666,3.8894194317903423473038445705569714399859368556835919111720821996620091858036866E-20,0,0,0E-79,0
iron,26,2.709090909090909,3.9620438851902780900593555176506518288670926576911012114120545043961005115527386E-20,0,0,0E-79,0
iron,26,2.711515151515151,4.0351262260944018507442997853047679056846652585503841668289182054094944951823223E-20,0,0,0E-79,0
iron,26,2.713939393939394,4.1086612442004072998091752802572874596989901783576537132471681403890215781400051E-20,0,0,0E-79,0
iron,26,2.716363636363636,4.1826437668512557510436395273416195632212283450723052102959294478591419419668397E-20,0,0,0E-79,0
iron,26,2.7187878787878788,4.2570686587954699335839790589056768579386975778306274562199234826648653657327675E-20,0,0,0E-79,0
iron,26,2.7212121212121207,4.3319308219484232134555928013584423753622202368994071034920188761097482521136448E-20,0,0,0E-79,0
iron,26,2.7236363636363636,4.4072251951555154141197452892968774993863633277918251327754675452421658648908713E-20,0,0,0E-79,0
iron,26,2.7260606060606056,4.4829467539563394212148647967735676628856512229546392647930657640898778071358740E-20,0,0,0E-79,0
