instance,row,col,x,y
u_spu26/node_376,19,123,0.9074074074074073,0.24074074074074073
u_spu26/node_377,22,123,0.9074074074074073,0.2777777777777778
u_spu26/node_378,24,123,0.9074074074074073,0.31481481481481477
u_spu26/node_379,19,127,0.9444444444444443,0.24074074074074073
u_spu26/node_380,24,127,0.9444444444444443,0.31481481481481477
u_spu26/node_381,18,126,0.9814814814814814,0.24074074074074073
u_spu26/node_382,22,127,0.9814814814814814,0.2777777777777778
u_spu26/node_383,23,126,0.9814814814814814,0.31481481481481477
u_spu26/node_384,26,95,0.6851851851851851,0.35185185185185186
u_spu26/node_385,28,95,0.6851851851851851,0.38888888888888884
u_spu26/node_386,31,95,0.6851851851851851,0.42592592592592593
u_spu26/node_387,26,100,0.7222222222222222,0.35185185185185186
u_spu26/node_388,31,100,0.7222222222222222,0.42592592592592593
u_spu26/node_389,26,104,0.7592592592592592,0.35185185185185186
u_spu26/node_390,28,104,0.7592592592592592,0.38888888888888884
u_spu26/node_391,31,104,0.7592592592592592,0.42592592592592593
u_spu26/node_392,33,95,0.6851851851851851,0.4629629629629629
u_spu26/node_393,36,95,0.6851851851851851,0.5
u_spu26/node_394,38,95,0.6851851851851851,0.537037037037037
u_spu26/node_395,33,100,0.7222222222222222,0.4629629629629629
u_spu26/node_396,38,100,0.7222222222222222,0.537037037037037
u_spu26/node_397,33,104,0.7592592592592592,0.4629629629629629
u_spu26/node_398,36,104,0.7592592592592592,0.5
u_spu26/node_399,38,104,0.7592592592592592,0.537037037037037
u_spu26/node_400,40,95,0.6851851851851851,0.5740740740740741
u_spu26/node_401,42,95,0.6851851851851851,0.611111111111111
u_spu26/node_402,45,95,0.6851851851851851,0.6481481481481481
u_spu26/node_403,40,100,0.7222222222222222,0.5740740740740741
u_spu26/node_404,45,100,0.7222222222222222,0.6481481481481481
u_spu26/node_405,40,104,0.7592592592592592,0.5740740740740741
u_spu26/node_406,42,104,0.7592592592592592,0.611111111111111
u_spu26/node_407,45,104,0.7592592592592592,0.6481481481481481
u_spu26/node_408,26,109,0.7962962962962962,0.35185185185185186
u_spu26/node_409,28,109,0.7962962962962962,0.38888888888888884
u_spu26/node_410,31,109,0.7962962962962962,0.42592592592592593
u_spu26/node_411,26,114,0.8333333333333331,0.35185185185185186
u_spu26/node_412,31,114,0.8333333333333331,0.42592592592592593
u_spu26/node_413,26,119,0.8703703703703702,0.35185185185185186
u_spu26/node_414,28,119,0.8703703703703702,0.38888888888888884
u_spu26/node_415,31,119,0.8703703703703702,0.42592592592592593
u_spu26/node_416,40,109,0.7962962962962962,0.5740740740740741
u_spu26/node_417,42,109,0.7962962962962962,0.611111111111111
u_spu26/node_418,45,109,0.7962962962962962,0.6481481481481481
u_spu26/node_419,40,114,0.8333333333333331,0.5740740740740741
u_spu26/node_420,45,114,0.8333333333333331,0.6481481481481481
u_spu26/node_421,40,119,0.8703703703703702,0.5740740740740741
u_spu26/node_422,42,119,0.8703703703703702,0.611111111111111
u_spu26/node_423,45,119,0.8703703703703702,0.6481481481481481
u_spu26/node_424,26,123,0.9074074074074073,0.35185185185185186
u_spu26/node_425,28,123,0.9074074074074073,0.38888888888888884
u_spu26/node_426,31,123,0.9074074074074073,0.42592592592592593
u_spu26/node_427,26,127,0.9444444444444443,0.35185185185185186
u_spu26/node_428,31,127,0.9444444444444443,0.42592592592592593
u_spu26/node_429,25,126,0.9814814814814814,0.35185185185185186
u_spu26/node_430,28,127,0.9814814814814814,0.38888888888888884
u_spu26/node_431,30,126,0.9814814814814814,0.42592592592592593
u_spu26/node_432,33,123,0.9074074074074073,0.4629629629629629
u_spu26/node_433,36,123,0.9074074074074073,0.5
u_spu26/node_434,38,123,0.9074074074074073,0.537037037037037
u_spu26/node_435,33,127,0.9444444444444443,0.4629629629629629
u_spu26/node_436,38,127,0.9444444444444443,0.537037037037037
