host_iso,probe,phase,t_ms,bus_mV,shunt_uV,current_uA,pulses
2026-09-03T19:12:13.218,tamiya_75026_v1,current_limited_stall,11612670,873,24295,242950,0
2026-09-03T19:12:13.228,tamiya_75026_v1,current_limited_stall,11612680,879,24277,242775,0
2026-09-03T19:12:13.238,tamiya_75026_v1,current_limited_stall,11612690,996,24102,241025,0
2026-09-03T19:12:13.248,tamiya_75026_v1,current_limited_stall,11612700,1097,24570,245700,0
2026-09-03T19:12:13.258,tamiya_75026_v1,current_limited_stall,11612710,956,24657,246575,0
2026-09-03T19:12:13.268,tamiya_75026_v1,current_limited_stall,11612720,937,24417,244175,0
2026-09-03T19:12:13.278,tamiya_75026_v1,current_limited_stall,11612729,926,24322,243225,0
2026-09-03T19:12:13.288,tamiya_75026_v1,current_limited_stall,11612739,955,24302,243025,0
2026-09-03T19:12:13.298,tamiya_75026_v1,current_limited_stall,11612749,935,24260,242600,0
2026-09-03T19:12:13.307,tamiya_75026_v1,current_limited_stall,11612759,947,24257,242575,0
2026-09-03T19:12:13.317,tamiya_75026_v1,current_limited_stall,11612769,970,24265,242650,0
2026-09-03T19:12:13.327,tamiya_75026_v1,current_limited_stall,11612779,971,24357,243575,0
2026-09-03T19:12:13.337,tamiya_75026_v1,current_limited_stall,11612789,1015,24330,243300,0
2026-09-03T19:12:13.347,tamiya_75026_v1,current_limited_stall,11612799,1038,24290,242900,0
2026-09-03T19:12:13.357,tamiya_75026_v1,current_limited_stall,11612809,1046,24140,241400,0
2026-09-03T19:12:13.368,tamiya_75026_v1,current_limited_stall,11612820,1024,24180,241800,0
2026-09-03T19:12:13.377,tamiya_75026_v1,current_limited_stall,11612829,988,24277,242775,0
2026-09-03T19:12:13.387,tamiya_75026_v1,current_limited_stall,11612839,953,24262,242625,0
2026-09-03T19:12:13.397,tamiya_75026_v1,current_limited_stall,11612849,955,24312,243125,0
2026-09-03T19:12:13.407,tamiya_75026_v1,current_limited_stall,11612859,947,24282,242825,0
2026-09-03T19:12:13.417,tamiya_75026_v1,current_limited_stall,11612869,941,24295,242950,0
2026-09-03T19:12:13.427,tamiya_75026_v1,current_limited_stall,11612879,937,24290,242900,0
2026-09-03T19:12:13.437,tamiya_75026_v1,current_limited_stall,11612889,943,24312,243125,0
2026-09-03T19:12:13.448,tamiya_75026_v1,current_limited_stall,11612900,959,24287,242875,0
2026-09-03T19:12:13.457,tamiya_75026_v1,current_limited_stall,11612909,942,24272,242725,0
2026-09-03T19:12:13.467,tamiya_75026_v1,current_limited_stall,11612919,955,24300,243000,0
2026-09-03T19:12:13.477,tamiya_75026_v1,current_limited_stall,11612929,950,24337,243375,0
2026-09-03T19:12:13.487,tamiya_75026_v1,current_limited_stall,11612939,965,24322,243225,0
2026-09-03T19:12:13.497,tamiya_75026_v1,current_limited_stall,11612949,987,24277,242775,0
2026-09-03T19:12:13.507,tamiya_75026_v1,current_limited_stall,11612959,929,24242,242425,0
2026-09-03T19:12:13.517,tamiya_75026_v1,current_limited_stall,11612969,918,24222,242225,0
2026-09-03T19:12:13.527,tamiya_75026_v1,current_limited_stall,11612979,920,24317,243175,0
2026-09-03T19:12:13.537,tamiya_75026_v1,current_limited_stall,11612989,929,24270,242700,0
2026-09-03T19:12:13.547,tamiya_75026_v1,current_limited_stall,11612999,925,24297,242975,0
2026-09-03T19:12:13.557,tamiya_75026_v1,current_limited_stall,11613009,922,24302,243025,0
2026-09-03T19:12:13.567,tamiya_75026_v1,current_limited_stall,11613019,920,24257,242575,0
2026-09-03T19:12:13.577,tamiya_75026_v1,current_limited_stall,11613029,950,24267,242675,0
2026-09-03T19:12:13.587,tamiya_75026_v1,current_limited_stall,11613039,971,24300,243000,0
2026-09-03T19:12:13.597,tamiya_75026_v1,current_limited_stall,11613049,979,24227,242275,0
2026-09-03T19:12:13.607,tamiya_75026_v1,current_limited_stall,11613059,969,24212,242125,0
2026-09-03T19:12:13.617,tamiya_75026_v1,current_limited_stall,11613069,983,24195,241950,0
2026-09-03T19:12:13.627,tamiya_75026_v1,current_limited_stall,11613079,996,24195,241950,0
2026-09-03T19:12:13.637,tamiya_75026_v1,current_limited_stall,11613089,1001,24320,243200,0
2026-09-03T19:12:13.647,tamiya_75026_v1,current_limited_stall,11613099,994,24295,242950,0
2026-09-03T19:12:13.657,tamiya_75026_v1,current_limited_stall,11613109,987,24292,242925,0
2026-09-03T19:12:13.667,tamiya_75026_v1,current_limited_stall,11613119,987,24297,242975,0
2026-09-03T19:12:13.677,tamiya_75026_v1,current_limited_stall,11613129,1015,24242,242425,0
2026-09-03T19:12:13.687,tamiya_75026_v1,current_limited_stall,11613139,1006,24175,241750,0
2026-09-03T19:12:13.697,tamiya_75026_v1,current_limited_stall,11613149,971,24235,242350,0
2026-09-03T19:12:13.707,tamiya_75026_v1,current_limited_stall,11613159,977,24290,242900,0
2026-09-03T19:12:13.717,tamiya_75026_v1,current_limited_stall,11613169,971,24327,243275,0
2026-09-03T19:12:13.727,tamiya_75026_v1,current_limited_stall,11613179,964,24132,241325,0
2026-09-03T19:12:13.737,tamiya_75026_v1,current_limited_stall,11613189,960,24335,243350,0
2026-09-03T19:12:13.747,tamiya_75026_v1,current_limited_stall,11613199,971,24235,242350,0
2026-09-03T19:12:13.757,tamiya_75026_v1,current_limited_stall,11613209,1135,23772,237725,0
2026-09-03T19:12:13.767,tamiya_75026_v1,current_limited_stall,11613219,864,21722,217225,0
2026-09-03T19:12:13.777,tamiya_75026_v1,current_limited_stall,11613229,929,24597,245975,0
2026-09-03T19:12:13.787,tamiya_75026_v1,current_limited_stall,11613239,928,24355,243550,0
2026-09-03T19:12:13.797,tamiya_75026_v1,current_limited_stall,11613249,942,24295,242950,0
2026-09-03T19:12:13.807,tamiya_75026_v1,current_limited_stall,11613259,955,24265,242650,0
2026-09-03T19:12:13.817,tamiya_75026_v1,current_limited_stall,11613269,978,24310,243100,0
2026-09-03T19:12:13.827,tamiya_75026_v1,current_limited_stall,11613279,981,24385,243850,0
2026-09-03T19:12:13.837,tamiya_75026_v1,current_limited_stall,11613289,949,24322,243225,0
2026-09-03T19:12:13.847,tamiya_75026_v1,current_limited_stall,11613299,958,24212,242125,0
2026-09-03T19:12:13.857,tamiya_75026_v1,current_limited_stall,11613309,1012,24312,243125,0
2026-09-03T19:12:13.867,tamiya_75026_v1,current_limited_stall,11613319,982,24725,247250,0
2026-09-03T19:12:13.877,tamiya_75026_v1,current_limited_stall,11613329,941,24300,243000,0
2026-09-03T19:12:13.887,tamiya_75026_v1,current_limited_stall,11613339,931,24272,242725,0
2026-09-03T19:12:13.897,tamiya_75026_v1,current_limited_stall,11613349,960,24267,242675,0
2026-09-03T19:12:13.907,tamiya_75026_v1,current_limited_stall,11613359,1021,24280,242800,0
2026-09-03T19:12:13.917,tamiya_75026_v1,current_limited_stall,11613369,991,24337,243375,0
2026-09-03T19:12:13.927,tamiya_75026_v1,current_limited_stall,11613379,963,24252,242525,0
2026-09-03T19:12:13.937,tamiya_75026_v1,current_limited_stall,11613389,982,24255,242550,0
2026-09-03T19:12:13.947,tamiya_75026_v1,current_limited_stall,11613399,985,24252,242525,0
2026-09-03T19:12:13.957,tamiya_75026_v1,current_limited_stall,11613409,1020,24255,242550,0
2026-09-03T19:12:13.967,tamiya_75026_v1,current_limited_stall,11613419,1042,24250,242500,0
2026-09-03T19:12:13.977,tamiya_75026_v1,current_limited_stall,11613429,1035,24345,243450,0
2026-09-03T19:12:13.987,tamiya_75026_v1,current_limited_stall,11613439,1035,24302,243025,0
