host_iso,probe,phase,t_ms,bus_mV,shunt_uV,current_uA,pulses
2026-09-03T21:03:27.829,tamiya_75026_v1,current_limited_stall,1918150,988,24367,243675,0
2026-09-03T21:03:27.840,tamiya_75026_v1,current_limited_stall,1918161,942,24417,244175,0
2026-09-03T21:03:27.850,tamiya_75026_v1,current_limited_stall,1918171,932,24375,243750,0
2026-09-03T21:03:27.860,tamiya_75026_v1,current_limited_stall,1918181,925,24420,244200,0
2026-09-03T21:03:27.870,tamiya_75026_v1,current_limited_stall,1918191,947,24345,243450,0
2026-09-03T21:03:27.880,tamiya_75026_v1,current_limited_stall,1918200,1049,24125,241250,0
2026-09-03T21:03:27.890,tamiya_75026_v1,current_limited_stall,1918210,1230,23975,239750,0
2026-09-03T21:03:27.900,tamiya_75026_v1,current_limited_stall,1918220,1306,24430,244300,0
2026-09-03T21:03:27.909,tamiya_75026_v1,current_limited_stall,1918230,1331,24375,243750,0
2026-09-03T21:03:27.919,tamiya_75026_v1,current_limited_stall,1918240,1343,24427,244275,0
2026-09-03T21:03:27.929,tamiya_75026_v1,current_limited_stall,1918250,1343,24375,243750,0
2026-09-03T21:03:27.940,tamiya_75026_v1,current_limited_stall,1918261,1353,24417,244175,0
2026-09-03T21:03:27.950,tamiya_75026_v1,current_limited_stall,1918271,1346,24397,243975,0
2026-09-03T21:03:27.960,tamiya_75026_v1,current_limited_stall,1918281,1344,24380,243800,0
2026-09-03T21:03:27.970,tamiya_75026_v1,current_limited_stall,1918291,1344,24402,244025,0
2026-09-03T21:03:27.980,tamiya_75026_v1,current_limited_stall,1918301,1346,24412,244125,0
2026-09-03T21:03:27.990,tamiya_75026_v1,current_limited_stall,1918311,1353,24387,243875,0
2026-09-03T21:03:28.000,tamiya_75026_v1,current_limited_stall,1918320,1353,24415,244150,0
2026-09-03T21:03:28.010,tamiya_75026_v1,current_limited_stall,1918330,1320,22982,229825,0
2026-09-03T21:03:28.019,tamiya_75026_v1,current_limited_stall,1918340,1324,23057,230575,0
2026-09-03T21:03:28.029,tamiya_75026_v1,current_limited_stall,1918350,1401,23945,239450,0
2026-09-03T21:03:28.039,tamiya_75026_v1,current_limited_stall,1918360,1434,24165,241650,0
2026-09-03T21:03:28.049,tamiya_75026_v1,current_limited_stall,1918370,1450,24452,244525,0
2026-09-03T21:03:28.060,tamiya_75026_v1,current_limited_stall,1918381,1427,24785,247850,0
2026-09-03T21:03:28.069,tamiya_75026_v1,current_limited_stall,1918390,1391,24237,242375,0
2026-09-03T21:03:28.079,tamiya_75026_v1,current_limited_stall,1918400,1315,24507,245075,0
2026-09-03T21:03:28.089,tamiya_75026_v1,current_limited_stall,1918410,989,26102,261025,0
2026-09-03T21:03:28.100,tamiya_75026_v1,current_limited_stall,1918421,935,24722,247225,0
2026-09-03T21:03:28.110,tamiya_75026_v1,current_limited_stall,1918431,920,24430,244300,0
2026-09-03T21:03:28.120,tamiya_75026_v1,current_limited_stall,1918441,937,24360,243600,0
2026-09-03T21:03:28.130,tamiya_75026_v1,current_limited_stall,1918451,990,24235,242350,0
2026-09-03T21:03:28.140,tamiya_75026_v1,current_limited_stall,1918460,1214,23102,231025,0
2026-09-03T21:03:28.150,tamiya_75026_v1,current_limited_stall,1918470,1281,22945,229450,0
2026-09-03T21:03:28.159,tamiya_75026_v1,current_limited_stall,1918480,1384,21022,210225,0
2026-09-03T21:03:28.169,tamiya_75026_v1,current_limited_stall,1918490,922,24120,241200,0
2026-09-03T21:03:28.179,tamiya_75026_v1,current_limited_stall,1918500,905,24727,247275,0
2026-09-03T21:03:28.189,tamiya_75026_v1,current_limited_stall,1918510,883,24460,244600,0
2026-09-03T21:03:28.199,tamiya_75026_v1,current_limited_stall,1918520,882,24425,244250,0
2026-09-03T21:03:28.210,tamiya_75026_v1,current_limited_stall,1918531,878,24380,243800,0
2026-09-03T21:03:28.220,tamiya_75026_v1,current_limited_stall,1918541,877,24392,243925,0
2026-09-03T21:03:28.230,tamiya_75026_v1,current_limited_stall,1918551,877,24375,243750,0
2026-09-03T21:03:28.240,tamiya_75026_v1,current_limited_stall,1918561,878,24420,244200,0
2026-09-03T21:03:28.250,tamiya_75026_v1,current_limited_stall,1918571,890,24322,243225,0
2026-09-03T21:03:28.260,tamiya_75026_v1,current_limited_stall,1918580,911,24307,243075,0
2026-09-03T21:03:28.270,tamiya_75026_v1,current_limited_stall,1918590,906,24317,243175,0
2026-09-03T21:03:28.279,tamiya_75026_v1,current_limited_stall,1918600,955,24477,244775,0
2026-09-03T21:03:28.289,tamiya_75026_v1,current_limited_stall,1918610,979,24422,244225,0
2026-09-03T21:03:28.299,tamiya_75026_v1,current_limited_stall,1918620,971,24372,243725,0
2026-09-03T21:03:28.309,tamiya_75026_v1,current_limited_stall,1918630,1008,24347,243475,0
2026-09-03T21:03:28.320,tamiya_75026_v1,current_limited_stall,1918641,866,24362,243625,0
2026-09-03T21:03:28.329,tamiya_75026_v1,current_limited_stall,1918650,912,24362,243625,0
2026-09-03T21:03:28.339,tamiya_75026_v1,current_limited_stall,1918660,952,24775,247750,0
2026-09-03T21:03:28.350,tamiya_75026_v1,current_limited_stall,1918671,893,24310,243100,0
2026-09-03T21:03:28.360,tamiya_75026_v1,current_limited_stall,1918681,873,24397,243975,0
2026-09-03T21:03:28.370,tamiya_75026_v1,current_limited_stall,1918691,842,24370,243700,0
2026-09-03T21:03:28.380,tamiya_75026_v1,current_limited_stall,1918701,843,24380,243800,0
2026-09-03T21:03:28.390,tamiya_75026_v1,current_limited_stall,1918710,912,24237,242375,0
2026-09-03T21:03:28.400,tamiya_75026_v1,current_limited_stall,1918720,1006,24422,244225,0
2026-09-03T21:03:28.409,tamiya_75026_v1,current_limited_stall,1918730,985,24362,243625,0
2026-09-03T21:03:28.419,tamiya_75026_v1,current_limited_stall,1918740,1121,24355,243550,0
2026-09-03T21:03:28.429,tamiya_75026_v1,current_limited_stall,1918750,1117,24277,242775,0
2026-09-03T21:03:28.439,tamiya_75026_v1,current_limited_stall,1918760,1068,24957,249575,0
2026-09-03T21:03:28.449,tamiya_75026_v1,current_limited_stall,1918770,1005,24577,245775,0
2026-09-03T21:03:28.460,tamiya_75026_v1,current_limited_stall,1918781,1007,24410,244100,0
2026-09-03T21:03:28.469,tamiya_75026_v1,current_limited_stall,1918790,1071,24875,248750,0
2026-09-03T21:03:28.480,tamiya_75026_v1,current_limited_stall,1918801,1000,24490,244900,0
2026-09-03T21:03:28.490,tamiya_75026_v1,current_limited_stall,1918811,1001,24417,244175,0
2026-09-03T21:03:28.499,tamiya_75026_v1,current_limited_stall,1918821,1059,24305,243050,0
2026-09-03T21:03:28.509,tamiya_75026_v1,current_limited_stall,1918831,1177,24192,241925,0
2026-09-03T21:03:28.519,tamiya_75026_v1,current_limited_stall,1918841,1292,24782,247825,0
2026-09-03T21:03:28.530,tamiya_75026_v1,current_limited_stall,1918850,1159,24935,249350,0
2026-09-03T21:03:28.539,tamiya_75026_v1,current_limited_stall,1918860,1132,24530,245300,0
2026-09-03T21:03:28.549,tamiya_75026_v1,current_limited_stall,1918870,1131,24347,243475,0
2026-09-03T21:03:28.559,tamiya_75026_v1,current_limited_stall,1918880,1186,24370,243700,0
2026-09-03T21:03:28.569,tamiya_75026_v1,current_limited_stall,1918890,928,23062,230625,0
2026-09-03T21:03:28.579,tamiya_75026_v1,current_limited_stall,1918900,1012,24582,245825,0
2026-09-03T21:03:28.590,tamiya_75026_v1,current_limited_stall,1918911,995,24550,245500,0
2026-09-03T21:03:28.600,tamiya_75026_v1,current_limited_stall,1918921,979,24402,244025,0
2026-09-03T21:03:28.610,tamiya_75026_v1,current_limited_stall,1918931,981,24412,244125,0
2026-09-03T21:03:28.620,tamiya_75026_v1,current_limited_stall,1918941,978,24362,243625,0
2026-09-03T21:03:28.630,tamiya_75026_v1,current_limited_stall,1918950,999,24420,244200,0
2026-09-03T21:03:28.640,tamiya_75026_v1,current_limited_stall,1918960,1005,24417,244175,0
2026-09-03T21:03:28.650,tamiya_75026_v1,current_limited_stall,1918970,1041,24312,243125,0
2026-09-03T21:03:28.659,tamiya_75026_v1,current_limited_stall,1918980,1086,24455,244550,0
2026-09-03T21:03:28.669,tamiya_75026_v1,current_limited_stall,1918990,1094,24447,244475,0
2026-09-03T21:03:28.680,tamiya_75026_v1,current_limited_stall,1919001,1062,24357,243575,0
2026-09-03T21:03:28.689,tamiya_75026_v1,current_limited_stall,1919010,1062,24370,243700,0
2026-09-03T21:03:28.699,tamiya_75026_v1,current_limited_stall,1919020,1055,24355,243550,0
2026-09-03T21:03:28.709,tamiya_75026_v1,current_limited_stall,1919030,1047,24270,242700,0
2026-09-03T21:03:28.720,tamiya_75026_v1,current_limited_stall,1919041,1177,24227,242275,0
2026-09-03T21:03:28.730,tamiya_75026_v1,current_limited_stall,1919051,1389,23987,239875,0
2026-09-03T21:03:28.740,tamiya_75026_v1,current_limited_stall,1919061,1173,24422,244225,0
2026-09-03T21:03:28.750,tamiya_75026_v1,current_limited_stall,1919071,1225,24862,248625,0
2026-09-03T21:03:28.760,tamiya_75026_v1,current_limited_stall,1919080,1267,23962,239625,0
2026-09-03T21:03:28.769,tamiya_75026_v1,current_limited_stall,1919090,1154,24827,248275,0
2026-09-03T21:03:28.779,tamiya_75026_v1,current_limited_stall,1919100,1218,24537,245375,0
2026-09-03T21:03:28.789,tamiya_75026_v1,current_limited_stall,1919110,1348,23482,234825,0
2026-09-03T21:03:28.799,tamiya_75026_v1,current_limited_stall,1919120,1811,21265,212650,0
2026-09-03T21:03:28.810,tamiya_75026_v1,current_limited_stall,1919131,1934,20127,201275,0
2026-09-03T21:03:28.819,tamiya_75026_v1,current_limited_stall,1919140,1682,25817,258175,0
2026-09-03T21:03:28.830,tamiya_75026_v1,current_limited_stall,1919151,1356,24887,248875,0
2026-09-03T21:03:28.840,tamiya_75026_v1,current_limited_stall,1919161,1083,25585,255850,0
2026-09-03T21:03:28.850,tamiya_75026_v1,current_limited_stall,1919171,1044,24957,249575,0
2026-09-03T21:03:28.860,tamiya_75026_v1,current_limited_stall,1919181,1031,24787,247875,0
2026-09-03T21:03:28.870,tamiya_75026_v1,current_limited_stall,1919191,993,24330,243300,0
2026-09-03T21:03:28.880,tamiya_75026_v1,current_limited_stall,1919200,1043,24110,241100,0
2026-09-03T21:03:28.890,tamiya_75026_v1,current_limited_stall,1919210,1151,24620,246200,0
2026-09-03T21:03:28.899,tamiya_75026_v1,current_limited_stall,1919220,1007,23900,239000,0
2026-09-03T21:03:28.909,tamiya_75026_v1,current_limited_stall,1919230,1021,24690,246900,0
2026-09-03T21:03:28.919,tamiya_75026_v1,current_limited_stall,1919240,1328,25390,253900,0
2026-09-03T21:03:28.929,tamiya_75026_v1,current_limited_stall,1919250,1085,24455,244550,0
2026-09-03T21:03:28.940,tamiya_75026_v1,current_limited_stall,1919261,1349,24557,245575,0
2026-09-03T21:03:28.949,tamiya_75026_v1,current_limited_stall,1919270,1319,24822,248225,0
2026-09-03T21:03:28.959,tamiya_75026_v1,current_limited_stall,1919280,1298,24545,245450,0
2026-09-03T21:03:28.969,tamiya_75026_v1,current_limited_stall,1919290,1294,24390,243900,0
2026-09-03T21:03:28.980,tamiya_75026_v1,current_limited_stall,1919301,1290,24400,244000,0
2026-09-03T21:03:28.990,tamiya_75026_v1,current_limited_stall,1919311,1288,24370,243700,0
2026-09-03T21:03:29.000,tamiya_75026_v1,current_limited_stall,1919321,1289,24392,243925,0
2026-09-03T21:03:29.010,tamiya_75026_v1,current_limited_stall,1919331,1262,24357,243575,0
2026-09-03T21:03:29.020,tamiya_75026_v1,current_limited_stall,1919340,1290,24585,245850,0
