host_iso,probe,phase,t_ms,bus_mV,shunt_uV,current_uA,pulses
2026-09-03T20:56:27.444,tamiya_75026_v1,elevated_load,1497760,3033,11182,111825,0
2026-09-03T20:56:27.454,tamiya_75026_v1,elevated_load,1497770,3041,13790,137900,0
2026-09-03T20:56:27.464,tamiya_75026_v1,elevated_load,1497780,3039,13122,131225,0
2026-09-03T20:56:27.474,tamiya_75026_v1,elevated_load,1497790,3039,13615,136150,0
2026-09-03T20:56:27.485,tamiya_75026_v1,elevated_load,1497801,3046,15110,151100,0
2026-09-03T20:56:27.494,tamiya_75026_v1,elevated_load,1497810,3034,12472,124725,0
2026-09-03T20:56:27.504,tamiya_75026_v1,elevated_load,1497820,3031,11692,116925,0
2026-09-03T20:56:27.514,tamiya_75026_v1,elevated_load,1497830,3046,15675,156750,0
2026-09-03T20:56:27.523,tamiya_75026_v1,elevated_load,1497840,3033,11842,118425,0
2026-09-03T20:56:27.534,tamiya_75026_v1,elevated_load,1497851,3032,12170,121700,0
2026-09-03T20:56:27.544,tamiya_75026_v1,elevated_load,1497861,3047,15330,153300,0
2026-09-03T20:56:27.554,tamiya_75026_v1,elevated_load,1497871,3044,15062,150625,0
2026-09-03T20:56:27.564,tamiya_75026_v1,elevated_load,1497881,3033,11562,115625,0
2026-09-03T20:56:27.574,tamiya_75026_v1,elevated_load,1497891,3045,13100,131000,0
2026-09-03T20:56:27.584,tamiya_75026_v1,elevated_load,1497901,3045,14957,149575,0
2026-09-03T20:56:27.594,tamiya_75026_v1,elevated_load,1497910,3032,12007,120075,0
2026-09-03T20:56:27.604,tamiya_75026_v1,elevated_load,1497920,3038,12437,124375,0
2026-09-03T20:56:27.614,tamiya_75026_v1,elevated_load,1497930,3043,15957,159575,0
2026-09-03T20:56:27.624,tamiya_75026_v1,elevated_load,1497940,3032,14222,142225,0
2026-09-03T20:56:27.634,tamiya_75026_v1,elevated_load,1497950,3032,12547,125475,0
2026-09-03T20:56:27.644,tamiya_75026_v1,elevated_load,1497960,3046,16205,162050,0
2026-09-03T20:56:27.655,tamiya_75026_v1,elevated_load,1497971,3043,15942,159425,0
2026-09-03T20:56:27.664,tamiya_75026_v1,elevated_load,1497980,3034,12422,124225,0
2026-09-03T20:56:27.674,tamiya_75026_v1,elevated_load,1497990,3038,13722,137225,0
2026-09-03T20:56:27.685,tamiya_75026_v1,elevated_load,1498001,3043,14335,143350,0
2026-09-03T20:56:27.694,tamiya_75026_v1,elevated_load,1498011,3041,14655,146550,0
2026-09-03T20:56:27.704,tamiya_75026_v1,elevated_load,1498021,3039,13605,136050,0
2026-09-03T20:56:27.714,tamiya_75026_v1,elevated_load,1498031,3034,12145,121450,0
2026-09-03T20:56:27.724,tamiya_75026_v1,elevated_load,1498041,3037,12662,126625,0
2026-09-03T20:56:27.734,tamiya_75026_v1,elevated_load,1498051,3044,15615,156150,0
2026-09-03T20:56:27.744,tamiya_75026_v1,elevated_load,1498060,3032,12472,124725,0
2026-09-03T20:56:27.754,tamiya_75026_v1,elevated_load,1498070,3032,12097,120975,0
2026-09-03T20:56:27.764,tamiya_75026_v1,elevated_load,1498080,3040,15890,158900,0
2026-09-03T20:56:27.774,tamiya_75026_v1,elevated_load,1498090,3044,16505,165050,0
2026-09-03T20:56:27.785,tamiya_75026_v1,elevated_load,1498101,3034,12857,128575,0
2026-09-03T20:56:27.794,tamiya_75026_v1,elevated_load,1498110,3041,13880,138800,0
2026-09-03T20:56:27.805,tamiya_75026_v1,elevated_load,1498121,3039,15665,156650,0
2026-09-03T20:56:27.814,tamiya_75026_v1,elevated_load,1498131,3041,13820,138200,0
2026-09-03T20:56:27.824,tamiya_75026_v1,elevated_load,1498141,3037,13382,133825,0
2026-09-03T20:56:27.834,tamiya_75026_v1,elevated_load,1498151,3038,13160,131600,0
2026-09-03T20:56:27.844,tamiya_75026_v1,elevated_load,1498161,3041,14247,142475,0
2026-09-03T20:56:27.854,tamiya_75026_v1,elevated_load,1498171,3043,14792,147925,0
2026-09-03T20:56:27.864,tamiya_75026_v1,elevated_load,1498180,3033,12562,125625,0
2026-09-03T20:56:27.874,tamiya_75026_v1,elevated_load,1498190,3033,12227,122275,0
2026-09-03T20:56:27.884,tamiya_75026_v1,elevated_load,1498200,3045,16470,164700,0
2026-09-03T20:56:27.894,tamiya_75026_v1,elevated_load,1498210,3032,12850,128500,0
2026-09-03T20:56:27.905,tamiya_75026_v1,elevated_load,1498221,3034,12407,124075,0
2026-09-03T20:56:27.914,tamiya_75026_v1,elevated_load,1498230,3041,15980,159800,0
2026-09-03T20:56:27.924,tamiya_75026_v1,elevated_load,1498240,3043,16052,160525,0
2026-09-03T20:56:27.934,tamiya_75026_v1,elevated_load,1498251,3033,12672,126725,0
2026-09-03T20:56:27.944,tamiya_75026_v1,elevated_load,1498261,3031,12212,122125,0
2026-09-03T20:56:27.954,tamiya_75026_v1,elevated_load,1498271,3046,15047,150475,0
2026-09-03T20:56:27.964,tamiya_75026_v1,elevated_load,1498281,3038,13122,131225,0
2026-09-03T20:56:27.974,tamiya_75026_v1,elevated_load,1498291,3033,11375,113750,0
2026-09-03T20:56:27.984,tamiya_75026_v1,elevated_load,1498301,3043,14295,142950,0
2026-09-03T20:56:27.994,tamiya_75026_v1,elevated_load,1498310,3046,15662,156625,0
2026-09-03T20:56:28.004,tamiya_75026_v1,elevated_load,1498320,3033,12370,123700,0
2026-09-03T20:56:28.014,tamiya_75026_v1,elevated_load,1498330,3039,13982,139825,0
2026-09-03T20:56:28.024,tamiya_75026_v1,elevated_load,1498340,3046,15332,153325,0
2026-09-03T20:56:28.034,tamiya_75026_v1,elevated_load,1498350,3035,13210,132100,0
2026-09-03T20:56:28.044,tamiya_75026_v1,elevated_load,1498360,3038,12535,125350,0
2026-09-03T20:56:28.054,tamiya_75026_v1,elevated_load,1498370,3038,14580,145800,0
2026-09-03T20:56:28.064,tamiya_75026_v1,elevated_load,1498380,3044,14710,147100,0
2026-09-03T20:56:28.074,tamiya_75026_v1,elevated_load,1498390,3041,14880,148800,0
2026-09-03T20:56:28.085,tamiya_75026_v1,elevated_load,1498401,3034,11867,118675,0
2026-09-03T20:56:28.095,tamiya_75026_v1,elevated_load,1498411,3035,12802,128025,0
2026-09-03T20:56:28.104,tamiya_75026_v1,elevated_load,1498421,3047,15695,156950,0
2026-09-03T20:56:28.114,tamiya_75026_v1,elevated_load,1498431,3029,14970,149700,0
2026-09-03T20:56:28.124,tamiya_75026_v1,elevated_load,1498441,3033,11550,115500,0
2026-09-03T20:56:28.134,tamiya_75026_v1,elevated_load,1498451,3040,15835,158350,0
2026-09-03T20:56:28.144,tamiya_75026_v1,elevated_load,1498460,3045,15397,153975,0
2026-09-03T20:56:28.154,tamiya_75026_v1,elevated_load,1498470,3033,12812,128125,0
2026-09-03T20:56:28.164,tamiya_75026_v1,elevated_load,1498480,3039,14625,146250,0
