host_iso,probe,phase,t_ms,bus_mV,shunt_uV,current_uA,pulses
2026-09-03T21:00:29.721,tamiya_75026_v1,elevated_load,1740040,3038,11470,114700,0
2026-09-03T21:00:29.731,tamiya_75026_v1,elevated_load,1740050,3034,11315,113150,0
2026-09-03T21:00:29.741,tamiya_75026_v1,elevated_load,1740060,3038,11072,110725,0
2026-09-03T21:00:29.751,tamiya_75026_v1,elevated_load,1740070,3035,11297,112975,0
2026-09-03T21:00:29.761,tamiya_75026_v1,elevated_load,1740080,3038,10877,108775,0
2026-09-03T21:00:29.772,tamiya_75026_v1,elevated_load,1740091,3034,11110,111100,0
2026-09-03T21:00:29.781,tamiya_75026_v1,elevated_load,1740100,3039,10865,108650,0
2026-09-03T21:00:29.791,tamiya_75026_v1,elevated_load,1740110,3051,13245,132450,0
2026-09-03T21:00:29.801,tamiya_75026_v1,elevated_load,1740120,3041,11525,115250,0
2026-09-03T21:00:29.811,tamiya_75026_v1,elevated_load,1740130,3051,13465,134650,0
2026-09-03T21:00:29.821,tamiya_75026_v1,elevated_load,1740140,3041,12085,120850,0
2026-09-03T21:00:29.831,tamiya_75026_v1,elevated_load,1740150,3050,13495,134950,0
2026-09-03T21:00:29.842,tamiya_75026_v1,elevated_load,1740161,3040,12372,123725,0
2026-09-03T21:00:29.851,tamiya_75026_v1,elevated_load,1740170,3049,13662,136625,0
2026-09-03T21:00:29.861,tamiya_75026_v1,elevated_load,1740180,3043,12902,129025,0
2026-09-03T21:00:29.871,tamiya_75026_v1,elevated_load,1740190,3049,13687,136875,0
2026-09-03T21:00:29.881,tamiya_75026_v1,elevated_load,1740200,3041,12925,129250,0
2026-09-03T21:00:29.891,tamiya_75026_v1,elevated_load,1740210,3035,12475,124750,0
2026-09-03T21:00:29.901,tamiya_75026_v1,elevated_load,1740220,3041,13182,131825,0
2026-09-03T21:00:29.912,tamiya_75026_v1,elevated_load,1740231,3035,12800,128000,0
2026-09-03T21:00:29.921,tamiya_75026_v1,elevated_load,1740240,3034,13547,135475,0
2026-09-03T21:00:29.931,tamiya_75026_v1,elevated_load,1740250,3038,13442,134425,0
2026-09-03T21:00:29.941,tamiya_75026_v1,elevated_load,1740260,3037,11392,113925,0
2026-09-03T21:00:29.951,tamiya_75026_v1,elevated_load,1740270,3038,13687,136875,0
2026-09-03T21:00:29.961,tamiya_75026_v1,elevated_load,1740280,3034,11347,113475,0
2026-09-03T21:00:29.971,tamiya_75026_v1,elevated_load,1740290,3037,13417,134175,0
2026-09-03T21:00:29.981,tamiya_75026_v1,elevated_load,1740300,3037,11212,112125,0
2026-09-03T21:00:29.992,tamiya_75026_v1,elevated_load,1740311,3037,13247,132475,0
2026-09-03T21:00:30.001,tamiya_75026_v1,elevated_load,1740320,3034,10992,109925,0
2026-09-03T21:00:30.011,tamiya_75026_v1,elevated_load,1740330,3041,11747,117475,0
2026-09-03T21:00:30.021,tamiya_75026_v1,elevated_load,1740340,3034,10985,109850,0
2026-09-03T21:00:30.031,tamiya_75026_v1,elevated_load,1740350,3044,12557,125575,0
2026-09-03T21:00:30.041,tamiya_75026_v1,elevated_load,1740360,3050,13220,132200,0
2026-09-03T21:00:30.051,tamiya_75026_v1,elevated_load,1740370,3046,13490,134900,0
2026-09-03T21:00:30.061,tamiya_75026_v1,elevated_load,1740380,3046,12912,129125,0
2026-09-03T21:00:30.072,tamiya_75026_v1,elevated_load,1740391,3049,13850,138500,0
2026-09-03T21:00:30.082,tamiya_75026_v1,elevated_load,1740401,3047,12485,124850,0
2026-09-03T21:00:30.091,tamiya_75026_v1,elevated_load,1740410,3038,11600,116000,0
2026-09-03T21:00:30.101,tamiya_75026_v1,elevated_load,1740420,3044,11922,119225,0
2026-09-03T21:00:30.111,tamiya_75026_v1,elevated_load,1740430,3035,11322,113225,0
2026-09-03T21:00:30.121,tamiya_75026_v1,elevated_load,1740440,3040,11227,112275,0
2026-09-03T21:00:30.131,tamiya_75026_v1,elevated_load,1740450,3034,11060,110600,0
2026-09-03T21:00:30.141,tamiya_75026_v1,elevated_load,1740460,3037,10687,106875,0
2026-09-03T21:00:30.151,tamiya_75026_v1,elevated_load,1740470,3034,11075,110750,0
2026-09-03T21:00:30.162,tamiya_75026_v1,elevated_load,1740481,3037,10557,105575,0
2026-09-03T21:00:30.171,tamiya_75026_v1,elevated_load,1740490,3033,11215,112150,0
2026-09-03T21:00:30.181,tamiya_75026_v1,elevated_load,1740500,3035,13275,132750,0
2026-09-03T21:00:30.191,tamiya_75026_v1,elevated_load,1740510,3046,11207,112075,0
2026-09-03T21:00:30.201,tamiya_75026_v1,elevated_load,1740520,3037,13362,133625,0
