host_iso,probe,phase,t_ms,bus_mV,shunt_uV,current_uA,pulses
2026-09-03T20:54:32.586,tamiya_75026_v1,elevated_load,1382901,3031,18445,184450,1
2026-09-03T20:54:32.596,tamiya_75026_v1,elevated_load,1382911,3032,18137,181375,1
2026-09-03T20:54:32.606,tamiya_75026_v1,elevated_load,1382921,3033,19035,190350,1
2026-09-03T20:54:32.616,tamiya_75026_v1,elevated_load,1382931,3031,18810,188100,2
2026-09-03T20:54:32.626,tamiya_75026_v1,elevated_load,1382941,3033,19415,194150,1
2026-09-03T20:54:32.636,tamiya_75026_v1,elevated_load,1382950,3028,18090,180900,1
2026-09-03T20:54:32.646,tamiya_75026_v1,elevated_load,1382960,3032,19730,197300,2
2026-09-03T20:54:32.656,tamiya_75026_v1,elevated_load,1382970,3028,19170,191700,1
2026-09-03T20:54:32.666,tamiya_75026_v1,elevated_load,1382980,3031,19085,190850,1
2026-09-03T20:54:32.676,tamiya_75026_v1,elevated_load,1382990,3027,18802,188025,1
2026-09-03T20:54:32.686,tamiya_75026_v1,elevated_load,1383000,3029,21240,212400,2
2026-09-03T20:54:32.696,tamiya_75026_v1,elevated_load,1383010,3027,18685,186850,1
2026-09-03T20:54:32.706,tamiya_75026_v1,elevated_load,1383021,3031,20537,205375,1
2026-09-03T20:54:32.716,tamiya_75026_v1,elevated_load,1383030,3031,19352,193525,3
2026-09-03T20:54:32.726,tamiya_75026_v1,elevated_load,1383040,3026,21647,216475,2
2026-09-03T20:54:32.735,tamiya_75026_v1,elevated_load,1383050,3029,20997,209975,1
2026-09-03T20:54:32.746,tamiya_75026_v1,elevated_load,1383061,3027,19955,199550,3
2026-09-03T20:54:32.756,tamiya_75026_v1,elevated_load,1383070,3025,21382,213825,2
2026-09-03T20:54:32.765,tamiya_75026_v1,elevated_load,1383080,3031,19910,199100,2
2026-09-03T20:54:32.775,tamiya_75026_v1,elevated_load,1383090,3027,19685,196850,2
2026-09-03T20:54:32.786,tamiya_75026_v1,elevated_load,1383100,3028,21060,210600,2
2026-09-03T20:54:32.796,tamiya_75026_v1,elevated_load,1383111,3026,19782,197825,3
2026-09-03T20:54:32.806,tamiya_75026_v1,elevated_load,1383121,3027,21415,214150,1
2026-09-03T20:54:32.815,tamiya_75026_v1,elevated_load,1383130,3028,20492,204925,2
2026-09-03T20:54:32.827,tamiya_75026_v1,elevated_load,1383141,3029,19977,199775,4
2026-09-03T20:54:32.836,tamiya_75026_v1,elevated_load,1383150,3025,20127,201275,2
2026-09-03T20:54:32.846,tamiya_75026_v1,elevated_load,1383160,3028,20105,201050,2
2026-09-03T20:54:32.856,tamiya_75026_v1,elevated_load,1383171,3028,20752,207525,2
2026-09-03T20:54:32.865,tamiya_75026_v1,elevated_load,1383180,3027,20935,209350,1
2026-09-03T20:54:32.876,tamiya_75026_v1,elevated_load,1383190,3028,20787,207875,2
2026-09-03T20:54:32.885,tamiya_75026_v1,elevated_load,1383200,3028,21902,219025,1
2026-09-03T20:54:32.896,tamiya_75026_v1,elevated_load,1383211,3031,21422,214225,1
2026-09-03T20:54:32.905,tamiya_75026_v1,elevated_load,1383220,3028,21162,211625,1
2026-09-03T20:54:32.916,tamiya_75026_v1,elevated_load,1383230,3026,22917,229175,2
2026-09-03T20:54:32.926,tamiya_75026_v1,elevated_load,1383240,3026,23002,230025,1
2026-09-03T20:54:32.936,tamiya_75026_v1,elevated_load,1383250,3025,21067,210675,1
2026-09-03T20:54:32.946,tamiya_75026_v1,elevated_load,1383260,3027,20930,209300,1
2026-09-03T20:54:32.956,tamiya_75026_v1,elevated_load,1383270,3027,20910,209100,2
2026-09-03T20:54:32.966,tamiya_75026_v1,elevated_load,1383280,3026,20935,209350,1
2026-09-03T20:54:32.975,tamiya_75026_v1,elevated_load,1383290,3029,20720,207200,1
2026-09-03T20:54:32.986,tamiya_75026_v1,elevated_load,1383301,3028,22950,229500,1
2026-09-03T20:54:32.997,tamiya_75026_v1,elevated_load,1383311,3026,22212,222125,2
2026-09-03T20:54:33.006,tamiya_75026_v1,elevated_load,1383320,3023,21512,215125,1
2026-09-03T20:54:33.016,tamiya_75026_v1,elevated_load,1383330,3027,21970,219700,1
2026-09-03T20:54:33.027,tamiya_75026_v1,elevated_load,1383341,3027,22290,222900,1
2026-09-03T20:54:33.036,tamiya_75026_v1,elevated_load,1383350,3027,21450,214500,2
2026-09-03T20:54:33.046,tamiya_75026_v1,elevated_load,1383361,3023,21215,212150,1
2026-09-03T20:54:33.055,tamiya_75026_v1,elevated_load,1383370,3023,22482,224825,1
2026-09-03T20:54:33.066,tamiya_75026_v1,elevated_load,1383381,3028,21100,211000,1
2026-09-03T20:54:33.076,tamiya_75026_v1,elevated_load,1383391,3028,20550,205500,2
2026-09-03T20:54:33.086,tamiya_75026_v1,elevated_load,1383401,3027,21105,211050,1
2026-09-03T20:54:33.096,tamiya_75026_v1,elevated_load,1383411,3028,20275,202750,1
2026-09-03T20:54:33.106,tamiya_75026_v1,elevated_load,1383420,3029,21125,211250,1
2026-09-03T20:54:33.116,tamiya_75026_v1,elevated_load,1383430,3027,21480,214800,2
2026-09-03T20:54:33.126,tamiya_75026_v1,elevated_load,1383440,3026,21210,212100,1
2026-09-03T20:54:33.136,tamiya_75026_v1,elevated_load,1383450,3027,21997,219975,1
2026-09-03T20:54:33.146,tamiya_75026_v1,elevated_load,1383460,3028,21755,217550,1
2026-09-03T20:54:33.156,tamiya_75026_v1,elevated_load,1383470,3028,21170,211700,2
2026-09-03T20:54:33.166,tamiya_75026_v1,elevated_load,1383480,3027,22690,226900,1
2026-09-03T20:54:33.176,tamiya_75026_v1,elevated_load,1383490,3027,22355,223550,1
2026-09-03T20:54:33.186,tamiya_75026_v1,elevated_load,1383500,3028,20112,201125,1
2026-09-03T20:54:33.196,tamiya_75026_v1,elevated_load,1383510,3027,20862,208625,2
2026-09-03T20:54:33.206,tamiya_75026_v1,elevated_load,1383520,3025,21870,218700,1
2026-09-03T20:54:33.215,tamiya_75026_v1,elevated_load,1383530,3029,20662,206625,1
2026-09-03T20:54:33.225,tamiya_75026_v1,elevated_load,1383540,3027,20012,200125,1
2026-09-03T20:54:33.236,tamiya_75026_v1,elevated_load,1383551,3027,22085,220850,2
2026-09-03T20:54:33.246,tamiya_75026_v1,elevated_load,1383560,3026,21167,211675,1
2026-09-03T20:54:33.256,tamiya_75026_v1,elevated_load,1383570,3025,20667,206675,1
2026-09-03T20:54:33.266,tamiya_75026_v1,elevated_load,1383580,3028,20852,208525,1
2026-09-03T20:54:33.276,tamiya_75026_v1,elevated_load,1383590,3028,20845,208450,2
2026-09-03T20:54:33.286,tamiya_75026_v1,elevated_load,1383600,3029,21880,218800,1
2026-09-03T20:54:33.296,tamiya_75026_v1,elevated_load,1383610,3027,20500,205000,1
2026-09-03T20:54:33.305,tamiya_75026_v1,elevated_load,1383620,3029,22415,224150,1
2026-09-03T20:54:33.316,tamiya_75026_v1,elevated_load,1383631,3026,20912,209125,2
2026-09-03T20:54:33.326,tamiya_75026_v1,elevated_load,1383641,3027,21032,210325,1
2026-09-03T20:54:33.335,tamiya_75026_v1,elevated_load,1383650,3029,20840,208400,1
2026-09-03T20:54:33.345,tamiya_75026_v1,elevated_load,1383660,3029,19500,195000,1
2026-09-03T20:54:33.356,tamiya_75026_v1,elevated_load,1383671,3028,21257,212575,2
2026-09-03T20:54:33.366,tamiya_75026_v1,elevated_load,1383680,3032,21062,210625,1
2026-09-03T20:54:33.376,tamiya_75026_v1,elevated_load,1383691,3028,21412,214125,1
2026-09-03T20:54:33.386,tamiya_75026_v1,elevated_load,1383701,3028,21402,214025,2
2026-09-03T20:54:33.396,tamiya_75026_v1,elevated_load,1383711,3027,20032,200325,1
2026-09-03T20:54:33.406,tamiya_75026_v1,elevated_load,1383721,3031,21005,210050,1
2026-09-03T20:54:33.416,tamiya_75026_v1,elevated_load,1383730,3029,19545,195450,1
2026-09-03T20:54:33.426,tamiya_75026_v1,elevated_load,1383740,3031,19990,199900,2
2026-09-03T20:54:33.436,tamiya_75026_v1,elevated_load,1383750,3029,21145,211450,1
2026-09-03T20:54:33.446,tamiya_75026_v1,elevated_load,1383760,3027,19690,196900,1
2026-09-03T20:54:33.455,tamiya_75026_v1,elevated_load,1383770,3031,20877,208775,1
2026-09-03T20:54:33.466,tamiya_75026_v1,elevated_load,1383780,3027,19640,196400,2
2026-09-03T20:54:33.477,tamiya_75026_v1,elevated_load,1383791,3031,20040,200400,1
2026-09-03T20:54:33.485,tamiya_75026_v1,elevated_load,1383800,3032,18867,188675,1
2026-09-03T20:54:33.496,tamiya_75026_v1,elevated_load,1383811,3031,19455,194550,2
2026-09-03T20:54:33.505,tamiya_75026_v1,elevated_load,1383820,3029,19707,197075,1
2026-09-03T20:54:33.515,tamiya_75026_v1,elevated_load,1383830,3031,20300,203000,1
