host_iso,probe,phase,t_ms,bus_mV,shunt_uV,current_uA,pulses
2026-09-03T20:59:53.532,tamiya_75026_v1,current_limited_stall,1703851,1047,24387,243875,0
2026-09-03T20:59:53.541,tamiya_75026_v1,current_limited_stall,1703860,1047,24412,244125,0
2026-09-03T20:59:53.551,tamiya_75026_v1,current_limited_stall,1703870,1047,24385,243850,0
2026-09-03T20:59:53.562,tamiya_75026_v1,current_limited_stall,1703880,1046,24397,243975,0
2026-09-03T20:59:53.572,tamiya_75026_v1,current_limited_stall,1703890,1044,24365,243650,0
2026-09-03T20:59:53.582,tamiya_75026_v1,current_limited_stall,1703900,1048,24410,244100,0
2026-09-03T20:59:53.591,tamiya_75026_v1,current_limited_stall,1703910,1044,24382,243825,0
2026-09-03T20:59:53.602,tamiya_75026_v1,current_limited_stall,1703921,1046,24405,244050,0
2026-09-03T20:59:53.611,tamiya_75026_v1,current_limited_stall,1703930,1043,24387,243875,0
2026-09-03T20:59:53.621,tamiya_75026_v1,current_limited_stall,1703940,1043,24407,244075,0
2026-09-03T20:59:53.632,tamiya_75026_v1,current_limited_stall,1703951,1044,24367,243675,0
2026-09-03T20:59:53.642,tamiya_75026_v1,current_limited_stall,1703961,1047,24407,244075,0
2026-09-03T20:59:53.652,tamiya_75026_v1,current_limited_stall,1703971,1044,24372,243725,0
2026-09-03T20:59:53.662,tamiya_75026_v1,current_limited_stall,1703981,1046,24405,244050,0
2026-09-03T20:59:53.672,tamiya_75026_v1,current_limited_stall,1703990,1009,24315,243150,0
2026-09-03T20:59:53.682,tamiya_75026_v1,current_limited_stall,1704000,1021,24412,244125,0
2026-09-03T20:59:53.692,tamiya_75026_v1,current_limited_stall,1704010,1011,24347,243475,0
2026-09-03T20:59:53.702,tamiya_75026_v1,current_limited_stall,1704020,1019,24375,243750,0
2026-09-03T20:59:53.711,tamiya_75026_v1,current_limited_stall,1704030,1015,24352,243525,0
2026-09-03T20:59:53.722,tamiya_75026_v1,current_limited_stall,1704041,1013,24395,243950,0
2026-09-03T20:59:53.731,tamiya_75026_v1,current_limited_stall,1704050,1013,24380,243800,0
2026-09-03T20:59:53.742,tamiya_75026_v1,current_limited_stall,1704061,1017,24402,244025,0
2026-09-03T20:59:53.752,tamiya_75026_v1,current_limited_stall,1704071,1025,24317,243175,0
2026-09-03T20:59:53.762,tamiya_75026_v1,current_limited_stall,1704081,1046,24420,244200,0
2026-09-03T20:59:53.772,tamiya_75026_v1,current_limited_stall,1704091,1074,24410,244100,0
2026-09-03T20:59:53.782,tamiya_75026_v1,current_limited_stall,1704100,1074,24242,242425,0
