host_iso,probe,phase,t_ms,bus_mV,shunt_uV,current_uA,pulses
2026-09-03T20:48:26.693,tamiya_75026_v1,current_limited_stall,1017001,1020,24330,243300,0
2026-09-03T20:48:26.703,tamiya_75026_v1,current_limited_stall,1017011,1019,24295,242950,0
2026-09-03T20:48:26.713,tamiya_75026_v1,current_limited_stall,1017021,1064,24422,244225,0
2026-09-03T20:48:26.723,tamiya_75026_v1,current_limited_stall,1017031,1083,24370,243700,0
2026-09-03T20:48:26.733,tamiya_75026_v1,current_limited_stall,1017041,1107,24532,245325,0
2026-09-03T20:48:26.743,tamiya_75026_v1,current_limited_stall,1017050,1077,24295,242950,0
2026-09-03T20:48:26.753,tamiya_75026_v1,current_limited_stall,1017060,1052,24337,243375,0
2026-09-03T20:48:26.763,tamiya_75026_v1,current_limited_stall,1017070,1050,24337,243375,0
2026-09-03T20:48:26.773,tamiya_75026_v1,current_limited_stall,1017080,1059,24325,243250,0
2026-09-03T20:48:26.783,tamiya_75026_v1,current_limited_stall,1017090,1067,24345,243450,0
2026-09-03T20:48:26.793,tamiya_75026_v1,current_limited_stall,1017100,1065,24337,243375,0
2026-09-03T20:48:26.803,tamiya_75026_v1,current_limited_stall,1017111,1062,24340,243400,0
2026-09-03T20:48:26.813,tamiya_75026_v1,current_limited_stall,1017120,1061,24340,243400,0
2026-09-03T20:48:26.823,tamiya_75026_v1,current_limited_stall,1017130,1058,24337,243375,0
2026-09-03T20:48:26.833,tamiya_75026_v1,current_limited_stall,1017141,1054,24340,243400,0
2026-09-03T20:48:26.843,tamiya_75026_v1,current_limited_stall,1017151,1054,24327,243275,0
2026-09-03T20:48:26.853,tamiya_75026_v1,current_limited_stall,1017161,1053,24335,243350,0
2026-09-03T20:48:26.863,tamiya_75026_v1,current_limited_stall,1017171,1050,24327,243275,0
2026-09-03T20:48:26.873,tamiya_75026_v1,current_limited_stall,1017180,1047,24342,243425,0
2026-09-03T20:48:26.883,tamiya_75026_v1,current_limited_stall,1017190,1044,24335,243350,0
2026-09-03T20:48:26.893,tamiya_75026_v1,current_limited_stall,1017200,1042,24307,243075,0
2026-09-03T20:48:26.903,tamiya_75026_v1,current_limited_stall,1017210,1044,24340,243400,0
2026-09-03T20:48:26.913,tamiya_75026_v1,current_limited_stall,1017220,1042,24327,243275,0
2026-09-03T20:48:26.924,tamiya_75026_v1,current_limited_stall,1017231,1044,24340,243400,0
2026-09-03T20:48:26.934,tamiya_75026_v1,current_limited_stall,1017241,1043,24340,243400,0
2026-09-03T20:48:26.943,tamiya_75026_v1,current_limited_stall,1017250,1044,24330,243300,0
2026-09-03T20:48:26.953,tamiya_75026_v1,current_limited_stall,1017261,1040,24330,243300,0
2026-09-03T20:48:26.963,tamiya_75026_v1,current_limited_stall,1017271,1041,24340,243400,0
2026-09-03T20:48:26.973,tamiya_75026_v1,current_limited_stall,1017281,1047,24290,242900,0
2026-09-03T20:48:26.983,tamiya_75026_v1,current_limited_stall,1017291,1137,24542,245425,0
2026-09-03T20:48:26.993,tamiya_75026_v1,current_limited_stall,1017300,1165,24312,243125,0
2026-09-03T20:48:27.003,tamiya_75026_v1,current_limited_stall,1017310,1071,23240,232400,0
2026-09-03T20:48:27.013,tamiya_75026_v1,current_limited_stall,1017320,1243,25975,259750,0
2026-09-03T20:48:27.023,tamiya_75026_v1,current_limited_stall,1017330,1176,24520,245200,0
2026-09-03T20:48:27.033,tamiya_75026_v1,current_limited_stall,1017340,1178,24375,243750,0
2026-09-03T20:48:27.043,tamiya_75026_v1,current_limited_stall,1017350,1161,24237,242375,0
2026-09-03T20:48:27.053,tamiya_75026_v1,current_limited_stall,1017361,1154,24327,243275,0
2026-09-03T20:48:27.062,tamiya_75026_v1,current_limited_stall,1017370,1160,24320,243200,0
2026-09-03T20:48:27.073,tamiya_75026_v1,current_limited_stall,1017380,1168,24297,242975,0
2026-09-03T20:48:27.082,tamiya_75026_v1,current_limited_stall,1017390,1174,24320,243200,0
2026-09-03T20:48:27.092,tamiya_75026_v1,current_limited_stall,1017400,1179,24332,243325,0
2026-09-03T20:48:27.103,tamiya_75026_v1,current_limited_stall,1017411,1179,24342,243425,0
2026-09-03T20:48:27.113,tamiya_75026_v1,current_limited_stall,1017421,1180,24332,243325,0
2026-09-03T20:48:27.123,tamiya_75026_v1,current_limited_stall,1017431,1183,24327,243275,0
2026-09-03T20:48:27.133,tamiya_75026_v1,current_limited_stall,1017441,1180,24340,243400,0
2026-09-03T20:48:27.143,tamiya_75026_v1,current_limited_stall,1017451,1183,24335,243350,0
2026-09-03T20:48:27.153,tamiya_75026_v1,current_limited_stall,1017460,1183,24345,243450,0
2026-09-03T20:48:27.163,tamiya_75026_v1,current_limited_stall,1017470,1184,24322,243225,0
